date,channel,campaign,campaign_active,brand_search_volume,ad_spend,clicks
2025-06-28,Meta,쿠폰 리커버리,1,433,3529.9,35
2025-06-28,Google,검색 수요 포착,1,778,29388.76,342
2025-06-28,Google,쿠폰 리커버리,1,558,15421.66,153
2025-06-28,Naver,검색 수요 포착,1,556,10190.36,138
2025-06-28,Naver,브랜드 퍼포먼스,1,427,13171.63,120
2025-06-28,Naver,쿠폰 리커버리,1,492,14052.86,118
2025-06-28,Instagram,브랜드 퍼포먼스,1,534,28201.39,235
2025-06-29,Meta,브랜드 퍼포먼스,1,441,13555.77,112
2025-06-29,Meta,쿠폰 리커버리,1,524,13186.5,113
2025-06-29,Google,검색 수요 포착,1,708,29729.63,400
2025-06-29,Google,쿠폰 리커버리,1,533,7269.28,70
2025-06-29,Naver,검색 수요 포착,1,712,10454.69,140
2025-06-29,Naver,브랜드 퍼포먼스,1,444,10850.97,93
2025-06-29,Naver,쿠폰 리커버리,1,438,11048.92,114
2025-06-29,Instagram,브랜드 퍼포먼스,1,498,22760.51,222
2025-06-30,Meta,브랜드 퍼포먼스,1,482,18544.56,129
2025-06-30,Meta,쿠폰 리커버리,1,352,5301.0,45
2025-06-30,Google,검색 수요 포착,1,811,29575.72,349
2025-06-30,Google,쿠폰 리커버리,1,417,2242.64,16
2025-06-30,Naver,검색 수요 포착,1,581,8221.74,122
2025-06-30,Naver,브랜드 퍼포먼스,1,432,5726.37,52
2025-06-30,Naver,쿠폰 리커버리,1,537,14697.29,129
2025-06-30,Instagram,브랜드 퍼포먼스,1,462,19262.18,173
2025-07-01,Meta,브랜드 퍼포먼스,1,374,21961.25,179
2025-07-01,Meta,쿠폰 리커버리,1,465,5417.13,64
2025-07-01,Google,검색 수요 포착,1,770,31867.8,410
2025-07-01,Google,쿠폰 리커버리,1,556,4926.06,53
2025-07-01,Naver,검색 수요 포착,1,656,18548.38,239
2025-07-01,Naver,쿠폰 리커버리,1,615,14649.34,163
2025-07-01,Instagram,브랜드 퍼포먼스,1,596,23559.07,213
2025-07-02,Meta,브랜드 퍼포먼스,1,393,14147.05,116
2025-07-02,Meta,쿠폰 리커버리,1,417,9624.35,97
2025-07-02,Google,검색 수요 포착,1,591,12746.61,154
2025-07-02,Google,쿠폰 리커버리,1,592,22092.78,235
2025-07-02,Naver,검색 수요 포착,1,654,19338.87,275
2025-07-02,Naver,쿠폰 리커버리,1,418,10875.43,110
2025-07-02,Instagram,브랜드 퍼포먼스,1,598,20805.1,214
2025-07-03,Meta,브랜드 퍼포먼스,1,495,16793.2,138
2025-07-03,Meta,쿠폰 리커버리,1,374,9495.1,98
2025-07-03,Google,검색 수요 포착,1,734,29233.57,357
2025-07-03,Google,쿠폰 리커버리,1,424,6485.58,70
2025-07-03,Naver,검색 수요 포착,1,612,15665.19,222
2025-07-03,Naver,브랜드 퍼포먼스,1,431,3712.41,26
2025-07-03,Naver,쿠폰 리커버리,1,562,11546.73,116
2025-07-03,Instagram,브랜드 퍼포먼스,1,529,21864.28,171
2025-07-04,Meta,브랜드 퍼포먼스,1,426,14617.95,122
2025-07-04,Meta,쿠폰 리커버리,1,553,14251.17,149
2025-07-04,Google,검색 수요 포착,1,838,32630.97,387
2025-07-04,Google,쿠폰 리커버리,1,441,9474.43,86
2025-07-04,Naver,검색 수요 포착,1,614,9806.57,136
2025-07-04,Naver,브랜드 퍼포먼스,1,396,3641.77,33
2025-07-04,Naver,쿠폰 리커버리,1,636,22527.02,209
2025-07-04,Instagram,브랜드 퍼포먼스,1,561,25799.69,274
2025-07-05,Meta,브랜드 퍼포먼스,1,534,28061.65,247
2025-07-05,Meta,쿠폰 리커버리,1,462,5304.08,56
2025-07-05,Google,검색 수요 포착,1,714,29114.7,364
2025-07-05,Google,쿠폰 리커버리,1,539,16945.87,176
2025-07-05,Naver,검색 수요 포착,1,663,20191.76,248
2025-07-05,Naver,브랜드 퍼포먼스,1,502,9919.84,78
2025-07-05,Naver,쿠폰 리커버리,1,555,9993.86,104
2025-07-05,Instagram,브랜드 퍼포먼스,1,581,29514.38,262
2025-07-06,Meta,브랜드 퍼포먼스,1,635,33379.17,290
2025-07-06,Meta,쿠폰 리커버리,1,479,2885.85,29
2025-07-06,Google,검색 수요 포착,1,900,50420.8,641
2025-07-06,Naver,검색 수요 포착,1,669,24074.78,324
2025-07-06,Naver,브랜드 퍼포먼스,1,359,9104.81,79
2025-07-06,Naver,쿠폰 리커버리,1,426,8180.27,86
2025-07-06,Instagram,브랜드 퍼포먼스,1,625,31677.9,310
2025-07-07,Meta,브랜드 퍼포먼스,1,440,14422.8,91
2025-07-07,Meta,쿠폰 리커버리,1,493,8067.18,81
2025-07-07,Google,검색 수요 포착,1,660,17927.28,246
2025-07-07,Google,쿠폰 리커버리,1,476,11714.75,118
2025-07-07,Naver,검색 수요 포착,1,610,4885.67,73
2025-07-07,Naver,브랜드 퍼포먼스,1,359,9851.08,73
2025-07-07,Naver,쿠폰 리커버리,1,532,13291.35,133
2025-07-07,Instagram,브랜드 퍼포먼스,1,547,19557.93,173
2025-07-08,Meta,브랜드 퍼포먼스,1,492,18074.28,146
2025-07-08,Meta,쿠폰 리커버리,1,559,5770.08,68
2025-07-08,Google,검색 수요 포착,1,754,31294.26,389
2025-07-08,Google,쿠폰 리커버리,1,438,900.0,13
2025-07-08,Naver,검색 수요 포착,1,636,13929.86,177
2025-07-08,Naver,브랜드 퍼포먼스,1,362,5965.53,55
2025-07-08,Naver,쿠폰 리커버리,1,546,8025.64,90
2025-07-08,Instagram,브랜드 퍼포먼스,1,517,19726.1,182
2025-07-09,Meta,브랜드 퍼포먼스,1,490,13859.62,107
2025-07-09,Meta,쿠폰 리커버리,1,557,11392.37,118
2025-07-09,Google,검색 수요 포착,1,754,31248.03,374
2025-07-09,Google,쿠폰 리커버리,1,399,2709.2,24
2025-07-09,Naver,검색 수요 포착,1,621,13043.98,167
2025-07-09,Naver,브랜드 퍼포먼스,1,337,4413.58,44
2025-07-09,Naver,쿠폰 리커버리,1,608,12440.34,122
2025-07-09,Instagram,브랜드 퍼포먼스,1,394,20179.94,191
2025-07-10,Meta,브랜드 퍼포먼스,1,382,8178.94,57
2025-07-10,Meta,쿠폰 리커버리,1,528,16985.52,193
2025-07-10,Google,검색 수요 포착,1,714,13788.43,174
2025-07-10,Google,쿠폰 리커버리,1,660,18575.62,182
2025-07-10,Naver,검색 수요 포착,1,566,9595.13,137
2025-07-10,Naver,브랜드 퍼포먼스,1,457,8853.2,72
2025-07-10,Naver,쿠폰 리커버리,1,583,10110.71,101
2025-07-10,Instagram,브랜드 퍼포먼스,1,412,20229.72,197
2025-07-11,Meta,브랜드 퍼포먼스,1,424,21010.9,173
2025-07-11,Meta,쿠폰 리커버리,1,531,10764.36,107
2025-07-11,Google,검색 수요 포착,1,667,24700.45,284
2025-07-11,Google,쿠폰 리커버리,1,592,21044.14,224
2025-07-11,Naver,검색 수요 포착,1,596,5363.84,71
2025-07-11,Naver,브랜드 퍼포먼스,1,524,11022.78,85
2025-07-11,Naver,쿠폰 리커버리,1,563,19744.94,201
2025-07-11,Instagram,브랜드 퍼포먼스,1,498,28492.51,251
2025-07-12,Meta,브랜드 퍼포먼스,1,509,25250.13,195
2025-07-12,Meta,쿠폰 리커버리,1,535,9766.51,103
2025-07-12,Google,검색 수요 포착,1,705,27981.85,316
2025-07-12,Google,쿠폰 리커버리,1,507,22278.03,227
2025-07-12,Naver,검색 수요 포착,1,573,8038.89,93
2025-07-12,Naver,브랜드 퍼포먼스,1,494,26555.45,242
2025-07-12,Naver,쿠폰 리커버리,1,481,8909.15,84
2025-07-12,Instagram,브랜드 퍼포먼스,1,577,32330.62,285
2025-07-13,Meta,브랜드 퍼포먼스,1,459,28542.23,246
2025-07-13,Meta,쿠폰 리커버리,1,371,5517.2,67
2025-07-13,Google,검색 수요 포착,1,712,29128.78,357
2025-07-13,Google,쿠폰 리커버리,1,551,16325.76,179
2025-07-13,Naver,검색 수요 포착,1,669,10581.98,139
2025-07-13,Naver,브랜드 퍼포먼스,1,513,23371.39,202
2025-07-13,Naver,쿠폰 리커버리,1,521,4354.4,46
2025-07-13,Instagram,브랜드 퍼포먼스,1,562,28999.98,283
2025-07-14,Meta,브랜드 퍼포먼스,1,529,16149.28,145
2025-07-14,Meta,쿠폰 리커버리,1,490,10763.89,108
2025-07-14,Google,검색 수요 포착,1,752,33106.28,405
2025-07-14,Google,쿠폰 리커버리,1,391,6629.09,60
2025-07-14,Naver,검색 수요 포착,1,587,6809.59,91
2025-07-14,Naver,브랜드 퍼포먼스,1,420,3629.42,28
2025-07-14,Naver,쿠폰 리커버리,1,598,24044.33,247
2025-07-14,Instagram,브랜드 퍼포먼스,1,501,22191.09,202
2025-07-15,Meta,브랜드 퍼포먼스,1,566,17457.63,150
2025-07-15,Meta,쿠폰 리커버리,1,488,7954.16,88
2025-07-15,Google,검색 수요 포착,1,658,16733.41,219
2025-07-15,Google,쿠폰 리커버리,1,495,19085.65,193
2025-07-15,Naver,검색 수요 포착,1,570,12788.06,167
2025-07-15,Naver,브랜드 퍼포먼스,1,495,7531.51,61
2025-07-15,Naver,쿠폰 리커버리,1,542,10219.19,104
2025-07-15,Instagram,브랜드 퍼포먼스,1,557,22294.24,191
2025-07-16,Meta,브랜드 퍼포먼스,1,434,13207.93,123
2025-07-16,Meta,쿠폰 리커버리,1,506,10851.35,107
2025-07-16,Google,검색 수요 포착,1,745,31662.14,399
2025-07-16,Naver,검색 수요 포착,1,717,17651.45,236
2025-07-16,Naver,브랜드 퍼포먼스,1,404,6019.77,52
2025-07-16,Naver,쿠폰 리커버리,1,510,5484.18,68
2025-07-16,Instagram,브랜드 퍼포먼스,1,524,19352.32,184
2025-07-17,Meta,브랜드 퍼포먼스,1,578,22097.65,189
2025-07-17,Meta,쿠폰 리커버리,1,332,2760.52,20
2025-07-17,Google,검색 수요 포착,1,736,33659.53,410
2025-07-17,Google,쿠폰 리커버리,1,400,2731.92,36
2025-07-17,Naver,검색 수요 포착,1,782,21164.4,264
2025-07-17,Naver,브랜드 퍼포먼스,1,369,2087.29,14
2025-07-17,Naver,쿠폰 리커버리,1,559,8936.51,93
2025-07-17,Instagram,브랜드 퍼포먼스,1,565,21327.77,223
2025-07-18,Meta,브랜드 퍼포먼스,1,391,13790.25,124
2025-07-18,Meta,쿠폰 리커버리,1,496,13616.74,136
2025-07-18,Google,검색 수요 포착,1,702,27730.9,332
2025-07-18,Google,쿠폰 리커버리,1,528,9908.48,116
2025-07-18,Naver,검색 수요 포착,1,652,7544.62,103
2025-07-18,Naver,브랜드 퍼포먼스,1,381,4763.04,43
2025-07-18,Naver,쿠폰 리커버리,1,541,21121.63,206
2025-07-18,Instagram,브랜드 퍼포먼스,1,528,23114.33,211
2025-07-19,Meta,브랜드 퍼포먼스,1,559,25000.01,226
2025-07-19,Meta,쿠폰 리커버리,1,414,5778.66,53
2025-07-19,Google,검색 수요 포착,1,606,18308.64,232
2025-07-19,Google,쿠폰 리커버리,1,631,26480.26,278
2025-07-19,Naver,검색 수요 포착,1,586,4273.37,49
2025-07-19,Naver,브랜드 퍼포먼스,1,448,21391.82,193
2025-07-19,Naver,쿠폰 리커버리,1,476,11418.81,114
2025-07-19,Instagram,브랜드 퍼포먼스,1,518,27956.85,276
2025-07-20,Meta,브랜드 퍼포먼스,1,519,25759.58,226
2025-07-20,Meta,쿠폰 리커버리,1,418,6078.08,65
2025-07-20,Google,검색 수요 포착,1,697,26291.64,322
2025-07-20,Google,쿠폰 리커버리,1,588,18098.85,187
2025-07-20,Naver,검색 수요 포착,1,638,14547.32,171
2025-07-20,Naver,브랜드 퍼포먼스,1,431,6694.66,67
2025-07-20,Naver,쿠폰 리커버리,1,457,15424.52,143
2025-07-20,Instagram,브랜드 퍼포먼스,1,571,27247.39,248
2025-07-21,Meta,브랜드 퍼포먼스,1,381,14952.52,147
2025-07-21,Meta,쿠폰 리커버리,1,503,11908.13,117
2025-07-21,Google,검색 수요 포착,1,688,20094.07,258
2025-07-21,Google,쿠폰 리커버리,1,602,17085.53,171
2025-07-21,Naver,검색 수요 포착,1,563,9002.87,118
2025-07-21,Naver,브랜드 퍼포먼스,1,329,6254.14,53
2025-07-21,Naver,쿠폰 리커버리,1,493,16839.22,173
2025-07-21,Instagram,브랜드 퍼포먼스,1,554,21426.52,218
2025-07-22,Meta,브랜드 퍼포먼스,1,557,24840.69,222
2025-07-22,Meta,쿠폰 리커버리,1,444,1800.0,22
2025-07-22,Google,검색 수요 포착,1,603,12232.48,156
2025-07-22,Google,쿠폰 리커버리,1,657,23072.61,222
2025-07-22,Naver,검색 수요 포착,1,689,15439.58,217
2025-07-22,Naver,브랜드 퍼포먼스,1,385,4424.94,49
2025-07-22,Naver,쿠폰 리커버리,1,464,11781.71,130
2025-07-22,Instagram,브랜드 퍼포먼스,1,475,21570.4,182
2025-07-23,Meta,브랜드 퍼포먼스,1,450,8291.45,89
2025-07-23,Meta,쿠폰 리커버리,1,603,17710.24,187
2025-07-23,Google,검색 수요 포착,1,662,15404.57,172
2025-07-23,Google,쿠폰 리커버리,1,553,18108.39,176
2025-07-23,Naver,검색 수요 포착,1,563,9047.49,125
2025-07-23,Naver,쿠폰 리커버리,1,586,20382.61,214
2025-07-23,Instagram,브랜드 퍼포먼스,1,476,21269.05,182
2025-07-24,Meta,브랜드 퍼포먼스,1,463,9380.99,95
2025-07-24,Meta,쿠폰 리커버리,1,569,22760.72,254
2025-07-24,Google,검색 수요 포착,1,819,24907.58,331
2025-07-24,Google,쿠폰 리커버리,1,543,17683.88,177
2025-07-24,Naver,검색 수요 포착,1,684,9376.0,128
2025-07-24,Naver,브랜드 퍼포먼스,1,508,21620.93,180
2025-07-24,Naver,쿠폰 리커버리,1,528,6092.2,71
2025-07-24,Instagram,브랜드 퍼포먼스,1,557,26774.79,248
2025-07-25,Meta,브랜드 퍼포먼스,1,472,15410.46,137
2025-07-25,Meta,쿠폰 리커버리,1,428,10360.63,108
2025-07-25,Google,검색 수요 포착,1,698,21268.02,252
2025-07-25,Google,쿠폰 리커버리,1,577,16624.94,175
2025-07-25,Naver,검색 수요 포착,1,612,6677.2,94
2025-07-25,Naver,브랜드 퍼포먼스,1,517,22058.44,187
2025-07-25,Naver,쿠폰 리커버리,1,360,2556.62,29
2025-07-25,Instagram,브랜드 퍼포먼스,1,511,22606.14,185
2025-07-26,Meta,브랜드 퍼포먼스,1,503,26136.22,220
2025-07-26,Meta,쿠폰 리커버리,1,417,10792.6,108
2025-07-26,Google,검색 수요 포착,1,938,43031.0,508
2025-07-26,Google,쿠폰 리커버리,1,439,10344.93,96
2025-07-26,Naver,검색 수요 포착,1,565,17708.63,239
2025-07-26,Naver,브랜드 퍼포먼스,1,401,12443.07,105
2025-07-26,Naver,쿠폰 리커버리,1,495,12432.33,130
2025-07-26,Instagram,브랜드 퍼포먼스,1,583,30418.24,296
2025-07-27,Meta,브랜드 퍼포먼스,1,550,26271.57,220
2025-07-27,Meta,쿠폰 리커버리,1,406,5367.83,61
2025-07-27,Google,검색 수요 포착,1,601,18190.99,224
2025-07-27,Google,쿠폰 리커버리,1,589,25660.21,257
2025-07-27,Naver,검색 수요 포착,1,633,14758.57,185
2025-07-27,Naver,브랜드 퍼포먼스,1,388,15014.32,123
2025-07-27,Naver,쿠폰 리커버리,1,457,5754.38,57
2025-07-27,Instagram,브랜드 퍼포먼스,1,651,27200.28,273
2025-07-28,Meta,브랜드 퍼포먼스,1,478,14757.61,102
2025-07-28,Meta,쿠폰 리커버리,1,477,10860.59,109
2025-07-28,Google,검색 수요 포착,1,675,18650.43,221
2025-07-28,Google,쿠폰 리커버리,1,574,16919.39,177
2025-07-28,Naver,검색 수요 포착,1,643,7680.54,100
2025-07-28,Naver,브랜드 퍼포먼스,1,417,4598.91,35
2025-07-28,Naver,쿠폰 리커버리,1,555,18737.32,189
2025-07-28,Instagram,브랜드 퍼포먼스,1,504,20478.7,214
2025-07-29,Meta,브랜드 퍼포먼스,1,475,19607.59,166
2025-07-29,Meta,쿠폰 리커버리,1,388,4175.41,53
2025-07-29,Google,검색 수요 포착,1,776,29177.91,348
2025-07-29,Google,쿠폰 리커버리,1,393,2329.11,27
2025-07-29,Naver,검색 수요 포착,1,604,13807.72,175
2025-07-29,Naver,브랜드 퍼포먼스,1,529,12497.15,130
2025-07-29,Naver,쿠폰 리커버리,1,391,900.0,8
2025-07-29,Instagram,브랜드 퍼포먼스,1,481,17414.15,177
2025-07-30,Meta,브랜드 퍼포먼스,1,511,21799.42,186
2025-07-30,Meta,쿠폰 리커버리,1,512,5846.19,52
2025-07-30,Google,검색 수요 포착,1,679,25522.92,302
2025-07-30,Google,쿠폰 리커버리,1,544,11646.95,112
2025-07-30,Naver,검색 수요 포착,1,672,12492.37,184
2025-07-30,Naver,브랜드 퍼포먼스,1,349,6841.07,54
2025-07-30,Naver,쿠폰 리커버리,1,533,12593.32,134
2025-07-30,Instagram,브랜드 퍼포먼스,1,589,23594.4,227
2025-07-31,Meta,브랜드 퍼포먼스,1,467,17106.98,132
2025-07-31,Meta,쿠폰 리커버리,1,465,8062.26,71
2025-07-31,Google,검색 수요 포착,1,758,25464.82,313
2025-07-31,Google,쿠폰 리커버리,1,489,9261.91,90
2025-07-31,Naver,검색 수요 포착,1,639,7759.15,109
2025-07-31,Naver,브랜드 퍼포먼스,1,508,21625.08,174
2025-07-31,Instagram,브랜드 퍼포먼스,1,544,22132.34,219
2025-08-01,Meta,브랜드 퍼포먼스,1,450,20474.14,178
2025-08-01,Meta,쿠폰 리커버리,1,456,8644.21,90
2025-08-01,Google,검색 수요 포착,1,722,22073.43,278
2025-08-01,Google,쿠폰 리커버리,1,538,18175.64,185
2025-08-01,Naver,검색 수요 포착,1,482,4792.35,63
2025-08-01,Naver,브랜드 퍼포먼스,1,382,14890.82,136
2025-08-01,Naver,쿠폰 리커버리,1,495,13998.22,137
2025-08-01,Instagram,브랜드 퍼포먼스,1,505,24059.45,220
2025-08-02,Meta,브랜드 퍼포먼스,1,468,21646.49,191
2025-08-02,Meta,쿠폰 리커버리,1,566,17978.67,179
2025-08-02,Google,검색 수요 포착,1,674,14589.99,174
2025-08-02,Google,쿠폰 리커버리,1,731,43457.99,436
2025-08-02,Naver,검색 수요 포착,1,700,24351.6,318
2025-08-02,Naver,브랜드 퍼포먼스,1,433,8964.96,73
2025-08-02,Naver,쿠폰 리커버리,1,466,13466.66,144
2025-08-02,Instagram,브랜드 퍼포먼스,1,604,34638.7,338
2025-08-03,Meta,브랜드 퍼포먼스,1,478,24442.62,212
2025-08-03,Meta,쿠폰 리커버리,1,411,4825.38,48
2025-08-03,Google,검색 수요 포착,1,796,41598.82,535
2025-08-03,Google,쿠폰 리커버리,1,434,900.0,9
2025-08-03,Naver,검색 수요 포착,1,609,14717.53,199
2025-08-03,Naver,브랜드 퍼포먼스,1,381,11748.66,81
2025-08-03,Naver,쿠폰 리커버리,1,448,8261.49,80
2025-08-03,Instagram,브랜드 퍼포먼스,1,583,26495.79,205
2025-08-04,Meta,브랜드 퍼포먼스,1,528,18419.0,175
2025-08-04,Meta,쿠폰 리커버리,1,538,6746.68,77
2025-08-04,Google,검색 수요 포착,1,680,14043.67,182
2025-08-04,Google,쿠폰 리커버리,1,610,18970.79,181
2025-08-04,Naver,검색 수요 포착,1,613,9788.27,122
2025-08-04,Naver,브랜드 퍼포먼스,1,407,1934.32,13
2025-08-04,Naver,쿠폰 리커버리,1,567,17957.81,181
2025-08-04,Instagram,브랜드 퍼포먼스,1,564,21688.68,218
2025-08-05,Meta,브랜드 퍼포먼스,1,507,20092.46,197
2025-08-05,Meta,쿠폰 리커버리,1,513,4898.43,44
2025-08-05,Google,검색 수요 포착,1,765,27278.2,324
2025-08-05,Google,쿠폰 리커버리,1,415,6878.64,66
2025-08-05,Naver,검색 수요 포착,1,586,6646.25,91
2025-08-05,Naver,브랜드 퍼포먼스,1,430,9779.54,81
2025-08-05,Naver,쿠폰 리커버리,1,570,14337.15,146
2025-08-05,Instagram,브랜드 퍼포먼스,1,534,21326.98,243
2025-08-06,Meta,브랜드 퍼포먼스,1,490,9442.43,59
2025-08-06,Meta,쿠폰 리커버리,1,531,16777.94,170
2025-08-06,Google,검색 수요 포착,1,613,13809.5,174
2025-08-06,Google,쿠폰 리커버리,1,578,21858.68,217
2025-08-06,Naver,검색 수요 포착,1,582,7701.47,103
2025-08-06,Naver,브랜드 퍼포먼스,1,413,6844.25,52
2025-08-06,Naver,쿠폰 리커버리,1,588,16392.11,187
2025-08-06,Instagram,브랜드 퍼포먼스,1,535,21083.6,196
2025-08-07,Meta,브랜드 퍼포먼스,1,490,27522.82,246
2025-08-07,Meta,쿠폰 리커버리,1,361,2386.29,24
2025-08-07,Google,검색 수요 포착,1,679,24026.0,308
