date,channel,campaign,ad_spend,clicks,conversions,ROAS
2025-06-26,Meta,Meta 통합 캠페인,29321.21,253,16,2324.71
2025-06-26,Naver,Naver 통합 캠페인,32885.72,398,27,2883.69
2025-06-27,Google,Google 통합 캠페인,38102.89,424,22,2053.69
2025-06-27,Instagram,Instagram 통합 캠페인,23837.41,217,17,2304.41
2025-06-27,Meta,Meta 통합 캠페인,28484.11,267,25,3505.91
2025-06-27,Naver,Naver 통합 캠페인,33247.83,316,27,2775.13
2025-06-28,Google,Google 통합 캠페인,44810.42,495,24,1875.53
2025-06-28,Instagram,Instagram 통합 캠페인,28201.39,235,15,1774.27
2025-06-28,Meta,Meta 통합 캠페인,32718.02,274,16,1767.69
2025-06-28,Naver,Naver 통합 캠페인,37414.85,376,37,3461.22
2025-06-29,Google,Google 통합 캠페인,36998.91,470,40,3917.74
2025-06-29,Instagram,Instagram 통합 캠페인,22760.510000000002,222,13,1798.0
2025-06-29,Meta,Meta 통합 캠페인,26742.27,225,19,2468.91
2025-06-29,Naver,Naver 통합 캠페인,32354.58,347,32,3563.2
2025-06-30,Google,Google 통합 캠페인,31818.36,365,23,2185.32
2025-06-30,Instagram,Instagram 통합 캠페인,19262.18,173,13,2222.82
2025-06-30,Meta,Meta 통합 캠페인,23845.56,174,16,2467.0
2025-06-30,Naver,Naver 통합 캠페인,28645.4,303,22,2496.41
2025-07-01,Google,Google 통합 캠페인,36793.86,463,33,3681.11
2025-07-01,Instagram,Instagram 통합 캠페인,23559.07,213,18,2756.03
2025-07-01,Meta,Meta 통합 캠페인,27378.379999999997,243,15,1775.08
2025-07-01,Naver,Naver 통합 캠페인,33197.72,402,23,2480.04
2025-07-02,Google,Google 통합 캠페인,34839.39,389,21,2231.33
2025-07-02,Instagram,Instagram 통합 캠페인,20805.1,214,23,4110.62
2025-07-02,Meta,Meta 통합 캠페인,23771.4,213,14,2346.34
2025-07-02,Naver,Naver 통합 캠페인,30214.3,385,33,3780.97
2025-07-03,Google,Google 통합 캠페인,35719.15,427,27,2300.49
2025-07-03,Instagram,Instagram 통합 캠페인,21864.28,171,8,1018.01
2025-07-03,Meta,Meta 통합 캠페인,26288.3,236,18,2160.68
2025-07-03,Naver,Naver 통합 캠페인,30924.329999999998,364,25,3062.46
2025-07-04,Google,Google 통합 캠페인,42105.4,473,40,3464.28
2025-07-04,Instagram,Instagram 통합 캠페인,25799.69,274,29,3901.98
2025-07-04,Meta,Meta 통합 캠페인,28869.120000000003,271,19,2085.31
2025-07-04,Naver,Naver 통합 캠페인,35975.36,378,24,1954.76
2025-07-05,Google,Google 통합 캠페인,46060.57,540,41,3264.82
2025-07-05,Instagram,Instagram 통합 캠페인,29514.38,262,24,2697.87
2025-07-05,Meta,Meta 통합 캠페인,33365.73,303,25,2804.7
2025-07-05,Naver,Naver 통합 캠페인,40105.46,430,26,2494.55
2025-07-06,Google,Google 통합 캠페인,50420.8,641,42,3504.47
2025-07-06,Instagram,Instagram 통합 캠페인,31677.9,310,24,2932.53
2025-07-06,Meta,Meta 통합 캠페인,36265.02,319,16,1682.6
2025-07-06,Naver,Naver 통합 캠페인,41359.86,489,32,2735.96
2025-07-07,Google,Google 통합 캠페인,29642.03,364,23,2439.73
2025-07-07,Instagram,Instagram 통합 캠페인,19557.93,173,13,1842.94
2025-07-07,Meta,Meta 통합 캠페인,22489.98,172,14,2103.71
2025-07-07,Naver,Naver 통합 캠페인,28028.1,279,27,2846.09
2025-07-08,Google,Google 통합 캠페인,32194.26,402,40,4808.33
2025-07-08,Instagram,Instagram 통합 캠페인,19726.1,182,11,2020.93
2025-07-08,Meta,Meta 통합 캠페인,23844.36,214,14,2348.39
2025-07-08,Naver,Naver 통합 캠페인,27921.030000000002,322,16,2024.83
2025-07-09,Google,Google 통합 캠페인,33957.229999999996,398,29,3454.76
2025-07-09,Instagram,Instagram 통합 캠페인,20179.94,191,13,2167.01
2025-07-09,Meta,Meta 통합 캠페인,25251.99,225,13,2260.08
2025-07-09,Naver,Naver 통합 캠페인,29897.9,333,18,2143.25
2025-07-10,Google,Google 통합 캠페인,32364.05,356,28,3057.14
2025-07-10,Instagram,Instagram 통합 캠페인,20229.72,197,16,2607.4
2025-07-10,Meta,Meta 통합 캠페인,25164.46,250,21,3091.05
2025-07-10,Naver,Naver 통합 캠페인,28559.04,310,29,3035.57
2025-07-11,Google,Google 통합 캠페인,45744.59,508,41,3733.39
2025-07-11,Instagram,Instagram 통합 캠페인,28492.510000000002,251,20,2932.53
2025-07-11,Meta,Meta 통합 캠페인,31775.260000000002,280,22,2409.57
2025-07-11,Naver,Naver 통합 캠페인,36131.56,357,28,2941.43
2025-07-12,Google,Google 통합 캠페인,50259.88,543,45,3343.3
2025-07-12,Instagram,Instagram 통합 캠페인,32330.62,285,19,2186.5
2025-07-12,Meta,Meta 통합 캠페인,35016.64,298,29,3251.5
2025-07-12,Naver,Naver 통합 캠페인,43503.49,419,31,2805.45
2025-07-13,Google,Google 통합 캠페인,45454.54,536,49,3823.81
2025-07-13,Instagram,Instagram 통합 캠페인,28999.98,283,22,2421.73
2025-07-13,Meta,Meta 통합 캠페인,34059.43,313,20,2088.83
2025-07-13,Naver,Naver 통합 캠페인,38307.77,387,35,3219.53
2025-07-14,Google,Google 통합 캠페인,39735.369999999995,465,30,2962.87
2025-07-14,Instagram,Instagram 통합 캠페인,22191.09,202,18,2520.16
2025-07-14,Meta,Meta 통합 캠페인,26913.17,253,23,2796.17
2025-07-14,Naver,Naver 통합 캠페인,34483.34,366,37,3346.52
2025-07-15,Google,Google 통합 캠페인,35819.06,412,31,3501.72
2025-07-15,Instagram,Instagram 통합 캠페인,22294.24,191,13,2064.36
2025-07-15,Meta,Meta 통합 캠페인,25411.79,238,18,2945.78
2025-07-15,Naver,Naver 통합 캠페인,30538.760000000002,332,25,3409.5
2025-07-16,Google,Google 통합 캠페인,31662.14,399,27,3289.05
2025-07-16,Instagram,Instagram 통합 캠페인,19352.32,184,17,3239.8
2025-07-16,Meta,Meta 통합 캠페인,24059.28,230,12,1565.18
2025-07-16,Naver,Naver 통합 캠페인,29155.4,356,20,1871.97
2025-07-17,Google,Google 통합 캠페인,36391.45,446,30,2983.2
2025-07-17,Instagram,Instagram 통합 캠페인,21327.77,223,13,2418.8
2025-07-17,Meta,Meta 통합 캠페인,24858.170000000002,209,13,1638.3
2025-07-17,Naver,Naver 통합 캠페인,32188.2,371,36,3476.49
2025-07-18,Google,Google 통합 캠페인,37639.38,448,29,3044.02
2025-07-18,Instagram,Instagram 통합 캠페인,23114.329999999998,211,18,2437.33
2025-07-18,Meta,Meta 통합 캠페인,27406.99,260,21,2752.01
2025-07-18,Naver,Naver 통합 캠페인,33429.29,352,31,3395.15
2025-07-19,Google,Google 통합 캠페인,44788.9,510,46,4275.31
2025-07-19,Instagram,Instagram 통합 캠페인,27956.85,276,15,1862.89
2025-07-19,Meta,Meta 통합 캠페인,30778.67,279,20,2383.55
2025-07-19,Naver,Naver 통합 캠페인,37084.0,356,32,3552.16
2025-07-20,Google,Google 통합 캠페인,44390.49,509,37,3301.79
2025-07-20,Instagram,Instagram 통합 캠페인,27247.39,248,19,2374.61
2025-07-20,Meta,Meta 통합 캠페인,31837.66,291,22,2336.78
2025-07-20,Naver,Naver 통합 캠페인,36666.5,381,21,1948.02
2025-07-21,Google,Google 통합 캠페인,37179.6,429,38,4063.36
2025-07-21,Instagram,Instagram 통합 캠페인,21426.52,218,9,1559.01
2025-07-21,Meta,Meta 통합 캠페인,26860.65,264,27,3572.64
2025-07-21,Naver,Naver 통합 캠페인,32096.23,344,21,2193.83
2025-07-22,Google,Google 통합 캠페인,35305.09,378,30,3781.82
2025-07-22,Instagram,Instagram 통합 캠페인,21570.4,182,11,1839.9
2025-07-22,Meta,Meta 통합 캠페인,26640.69,244,19,2490.15
2025-07-22,Naver,Naver 통합 캠페인,31646.23,396,26,2994.7
2025-07-23,Google,Google 통합 캠페인,33512.96,348,24,2379.7
2025-07-23,Instagram,Instagram 통합 캠페인,21269.05,182,14,2335.73
2025-07-23,Meta,Meta 통합 캠페인,26001.69,276,27,3596.06
2025-07-23,Naver,Naver 통합 캠페인,29430.1,339,26,2257.06
2025-07-24,Google,Google 통합 캠페인,42591.46,508,37,3294.47
2025-07-24,Instagram,Instagram 통합 캠페인,26774.79,248,23,3139.27
2025-07-24,Meta,Meta 통합 캠페인,32141.71,349,25,3184.33
2025-07-24,Naver,Naver 통합 캠페인,37089.13,379,26,2536.92
2025-07-25,Google,Google 통합 캠페인,37892.96,427,30,3057.49
2025-07-25,Instagram,Instagram 통합 캠페인,22606.14,185,7,1328.84
2025-07-25,Meta,Meta 통합 캠페인,25771.09,245,19,2706.85
2025-07-25,Naver,Naver 통합 캠페인,31292.260000000002,310,18,2098.33
2025-07-26,Google,Google 통합 캠페인,53375.93,604,37,2897.91
2025-07-26,Instagram,Instagram 통합 캠페인,30418.239999999998,296,12,1587.3
2025-07-26,Meta,Meta 통합 캠페인,36928.82,328,22,2310.18
2025-07-26,Naver,Naver 통합 캠페인,42584.03,474,27,2074.66
2025-07-27,Google,Google 통합 캠페인,43851.2,481,35,2991.93
2025-07-27,Instagram,Instagram 통합 캠페인,27200.28,273,28,3820.18
2025-07-27,Meta,Meta 통합 캠페인,31639.4,281,13,1224.03
2025-07-27,Naver,Naver 통합 캠페인,35527.270000000004,365,22,2415.77
2025-07-28,Google,Google 통합 캠페인,35569.82,398,30,2988.44
2025-07-28,Instagram,Instagram 통합 캠페인,20478.7,214,19,3336.23
2025-07-28,Meta,Meta 통합 캠페인,25618.2,211,12,1136.27
2025-07-28,Naver,Naver 통합 캠페인,31016.77,324,21,2631.08
2025-07-29,Google,Google 통합 캠페인,31507.02,375,31,3415.25
2025-07-29,Instagram,Instagram 통합 캠페인,17414.149999999998,177,11,2254.58
2025-07-29,Meta,Meta 통합 캠페인,23783.0,219,15,1834.44
2025-07-29,Naver,Naver 통합 캠페인,27204.870000000003,313,28,3172.81
2025-07-30,Google,Google 통합 캠페인,37169.869999999995,414,33,3205.73
2025-07-30,Instagram,Instagram 통합 캠페인,23594.4,227,11,1174.59
2025-07-30,Meta,Meta 통합 캠페인,27645.61,238,14,1470.93
2025-07-30,Naver,Naver 통합 캠페인,31926.760000000002,372,35,4047.06
2025-07-31,Google,Google 통합 캠페인,34726.73,403,33,3629.47
2025-07-31,Instagram,Instagram 통합 캠페인,22132.34,219,16,1945.36
2025-07-31,Meta,Meta 통합 캠페인,25169.239999999998,203,14,1726.5
2025-07-31,Naver,Naver 통합 캠페인,29384.23,283,17,1907.87
2025-08-01,Google,Google 통합 캠페인,40249.07,463,31,3515.98
2025-08-01,Instagram,Instagram 통합 캠페인,24059.45,220,17,2598.5
2025-08-01,Meta,Meta 통합 캠페인,29118.350000000002,268,20,2682.37
2025-08-01,Naver,Naver 통합 캠페인,33681.39,336,21,2380.66
2025-08-02,Google,Google 통합 캠페인,58047.979999999996,610,54,3817.22
2025-08-02,Instagram,Instagram 통합 캠페인,34638.7,338,29,3042.01
2025-08-02,Meta,Meta 통합 캠페인,39625.159999999996,370,28,2898.12
2025-08-02,Naver,Naver 통합 캠페인,46783.22,535,40,3202.88
2025-08-03,Google,Google 통합 캠페인,42498.82,544,34,2851.77
2025-08-03,Instagram,Instagram 통합 캠페인,26495.79,205,16,2290.02
2025-08-03,Meta,Meta 통합 캠페인,29268.0,260,17,2065.24
2025-08-03,Naver,Naver 통합 캠페인,34727.68,360,28,3008.39
2025-08-04,Google,Google 통합 캠페인,33014.46,363,23,2188.07
2025-08-04,Instagram,Instagram 통합 캠페인,21688.68,218,17,2720.01
2025-08-04,Meta,Meta 통합 캠페인,25165.68,252,16,2184.93
2025-08-04,Naver,Naver 통합 캠페인,29680.4,316,22,2668.86
2025-08-05,Google,Google 통합 캠페인,34156.84,390,28,3129.25
2025-08-05,Instagram,Instagram 통합 캠페인,21326.98,243,26,3937.51
2025-08-05,Meta,Meta 통합 캠페인,24990.89,241,28,4237.61
2025-08-05,Naver,Naver 통합 캠페인,30762.94,318,27,3129.89
2025-08-06,Google,Google 통합 캠페인,35668.18,391,31,3539.44
2025-08-06,Instagram,Instagram 통합 캠페인,21083.6,196,14,2322.84
2025-08-06,Meta,Meta 통합 캠페인,26220.37,229,22,2888.45
2025-08-06,Naver,Naver 통합 캠페인,30937.83,342,26,2826.25
2025-08-07,Google,Google 통합 캠페인,41890.45,508,37,3595.04
2025-08-07,Instagram,Instagram 통합 캠페인,26244.73,283,19,3166.25
2025-08-07,Meta,Meta 통합 캠페인,29909.11,270,19,2138.94
2025-08-07,Naver,Naver 통합 캠페인,35737.21,383,24,2672.91
2025-08-08,Google,Google 통합 캠페인,44531.36,519,40,2784.35
2025-08-08,Instagram,Instagram 통합 캠페인,26532.78,235,22,3538.91
2025-08-08,Meta,Meta 통합 캠페인,30636.05,303,25,2980.65
2025-08-08,Naver,Naver 통합 캠페인,36670.63,368,32,3565.9
2025-08-09,Google,Google 통합 캠페인,47154.71,561,39,3038.88
2025-08-09,Instagram,Instagram 통합 캠페인,28289.690000000002,242,19,2416.02
2025-08-09,Meta,Meta 통합 캠페인,32497.78,323,30,4074.17
2025-08-09,Naver,Naver 통합 캠페인,40396.1,456,34,3416.22
2025-08-10,Google,Google 통합 캠페인,54768.44,620,47,3835.89
2025-08-10,Instagram,Instagram 통합 캠페인,31816.5,281,15,1957.54
2025-08-10,Meta,Meta 통합 캠페인,38365.71,307,21,2213.7
2025-08-10,Naver,Naver 통합 캠페인,43400.96,507,34,2772.89
2025-08-11,Google,Google 통합 캠페인,34313.270000000004,413,32,3783.67
2025-08-11,Instagram,Instagram 통합 캠페인,19726.72,199,13,2319.2
2025-08-11,Meta,Meta 통합 캠페인,24920.7,233,22,3317.49
2025-08-11,Naver,Naver 통합 캠페인,32171.86,334,29,2940.51
2025-08-12,Google,Google 통합 캠페인,37141.25,428,30,2780.59
2025-08-12,Instagram,Instagram 통합 캠페인,22955.06,205,12,1831.59
2025-08-12,Meta,Meta 통합 캠페인,25531.629999999997,234,12,2011.95
2025-08-12,Naver,Naver 통합 캠페인,33186.55,368,35,3484.15
2025-08-13,Google,Google 통합 캠페인,39169.99,471,40,4110.46
2025-08-13,Instagram,Instagram 통합 캠페인,22956.27,219,10,1522.49
2025-08-13,Meta,Meta 통합 캠페인,27995.32,243,25,3068.84
2025-08-13,Naver,Naver 통합 캠페인,32405.58,365,16,2249.38
2025-08-14,Google,Google 통합 캠페인,39035.76,424,40,4333.05
2025-08-14,Instagram,Instagram 통합 캠페인,24442.54,220,20,3049.6
2025-08-14,Meta,Meta 통합 캠페인,29534.15,255,22,2471.98
2025-08-14,Naver,Naver 통합 캠페인,34384.22,311,19,1940.08
2025-08-15,Google,Google 통합 캠페인,41379.95,516,46,3977.57
2025-08-15,Instagram,Instagram 통합 캠페인,24600.28,214,11,1738.66
2025-08-15,Meta,Meta 통합 캠페인,29179.54,262,21,2558.9
2025-08-15,Naver,Naver 통합 캠페인,34136.14,379,35,3283.22
2025-08-16,Google,Google 통합 캠페인,43624.49,467,33,3047.01
2025-08-16,Instagram,Instagram 통합 캠페인,26778.2,262,16,2505.0
2025-08-16,Meta,Meta 통합 캠페인,32999.72,280,19,2379.83
2025-08-16,Naver,Naver 통합 캠페인,37455.43,444,28,2813.52
2025-08-17,Google,Google 통합 캠페인,44255.67,569,45,4251.16
2025-08-17,Instagram,Instagram 통합 캠페인,28255.61,245,22,3284.56
2025-08-17,Meta,Meta 통합 캠페인,31914.72,284,23,3422.58
2025-08-17,Naver,Naver 통합 캠페인,37579.57,390,35,4182.88
2025-08-18,Google,Google 통합 캠페인,38635.54,485,32,2995.14
2025-08-18,Instagram,Instagram 통합 캠페인,22712.6,220,18,2924.7
2025-08-18,Meta,Meta 통합 캠페인,26331.899999999998,209,14,2027.45
2025-08-18,Naver,Naver 통합 캠페인,33366.46,325,23,2060.05
2025-08-19,Google,Google 통합 캠페인,34880.13,429,38,4387.54
2025-08-19,Instagram,Instagram 통합 캠페인,21567.51,200,13,2494.21
2025-08-19,Meta,Meta 통합 캠페인,25279.45,202,14,2359.26
2025-08-19,Naver,Naver 통합 캠페인,30750.42,289,21,2291.01
2025-08-20,Google,Google 통합 캠페인,35711.21,413,33,2925.41
2025-08-20,Instagram,Instagram 통합 캠페인,22460.559999999998,220,9,1611.75
2025-08-20,Meta,Meta 통합 캠페인,25850.02,231,11,2001.95
2025-08-20,Naver,Naver 통합 캠페인,30851.39,387,27,2868.38
2025-08-21,Google,Google 통합 캠페인,44495.86,527,29,2971.19
2025-08-21,Instagram,Instagram 통합 캠페인,25319.39,245,18,2770.96
2025-08-21,Meta,Meta 통합 캠페인,30551.260000000002,270,26,3470.31
2025-08-21,Naver,Naver 통합 캠페인,35994.44,337,22,2365.78
2025-08-22,Google,Google 통합 캠페인,46055.89,546,33,2950.43
2025-08-22,Instagram,Instagram 통합 캠페인,27225.5,276,10,993.32
2025-08-22,Meta,Meta 통합 캠페인,32125.010000000002,294,20,1979.86
2025-08-22,Naver,Naver 통합 캠페인,39909.28,405,22,1849.71
2025-08-23,Google,Google 통합 캠페인,49713.3,557,46,4167.73
2025-08-23,Instagram,Instagram 통합 캠페인,29425.559999999998,279,19,2432.06
2025-08-23,Meta,Meta 통합 캠페인,37373.770000000004,343,32,3404.19
2025-08-23,Naver,Naver 통합 캠페인,41612.22,408,33,3112.9
2025-08-24,Google,Google 통합 캠페인,39620.3,495,39,3725.1
2025-08-24,Instagram,Instagram 통합 캠페인,25022.05,224,13,1908.74
2025-08-24,Meta,Meta 통합 캠페인,28721.09,246,27,4053.14
2025-08-24,Naver,Naver 통합 캠페인,35718.93,344,32,3579.4
2025-08-25,Google,Google 통합 캠페인,33276.54,376,30,3454.82
2025-08-25,Instagram,Instagram 통합 캠페인,22128.41,194,15,2245.54
2025-08-25,Meta,Meta 통합 캠페인,24467.44,230,21,3513.13
2025-08-25,Naver,Naver 통합 캠페인,31569.739999999998,367,22,2405.15
2025-08-26,Google,Google 통합 캠페인,28009.5,303,17,2289.91
2025-08-26,Instagram,Instagram 통합 캠페인,17950.26,179,12,2082.61
2025-08-26,Meta,Meta 통합 캠페인,20268.82,204,13,2109.01
2025-08-26,Naver,Naver 통합 캠페인,24565.22,264,17,2767.07
2025-08-27,Google,Google 통합 캠페인,37181.31,406,36,3373.82
2025-08-27,Instagram,Instagram 통합 캠페인,23871.350000000002,220,18,2694.54
2025-08-27,Meta,Meta 통합 캠페인,27745.29,267,18,2205.88
2025-08-27,Naver,Naver 통합 캠페인,32931.35,405,29,3015.83
2025-08-28,Google,Google 통합 캠페인,42063.46,472,32,3111.31
2025-08-28,Instagram,Instagram 통합 캠페인,25273.53,227,13,1849.14
2025-08-28,Meta,Meta 통합 캠페인,30791.34,288,27,3348.85
2025-08-28,Naver,Naver 통합 캠페인,36182.44,373,31,3135.88
2025-08-29,Google,Google 통합 캠페인,37853.520000000004,422,33,2976.57
2025-08-29,Instagram,Instagram 통합 캠페인,24807.89,210,10,957.47
2025-08-29,Meta,Meta 통합 캠페인,27985.329999999998,257,29,3294.63
2025-08-29,Naver,Naver 통합 캠페인,34958.18,351,24,2147.64
2025-08-30,Google,Google 통합 캠페인,47108.64,566,44,4042.51
2025-08-30,Instagram,Instagram 통합 캠페인,28968.39,239,11,1616.7
2025-08-30,Meta,Meta 통합 캠페인,33495.99,290,14,1538.81
2025-08-30,Naver,Naver 통합 캠페인,38480.81,375,19,2257.25
2025-08-31,Google,Google 통합 캠페인,46987.27,565,51,4448.27
2025-08-31,Instagram,Instagram 통합 캠페인,29363.739999999998,341,26,3175.08
2025-08-31,Meta,Meta 통합 캠페인,32827.979999999996,293,20,2299.87
2025-08-31,Naver,Naver 통합 캠페인,38852.34,384,32,3494.24
2025-09-01,Google,Google 통합 캠페인,30033.79,356,19,2568.95
2025-09-01,Instagram,Instagram 통합 캠페인,19225.8,182,14,2207.32
2025-09-01,Meta,Meta 통합 캠페인,24236.51,200,9,1522.29
2025-09-01,Naver,Naver 통합 캠페인,27602.399999999998,310,26,2976.92
2025-09-02,Google,Google 통합 캠페인,38427.81,466,30,2735.56
2025-09-02,Instagram,Instagram 통합 캠페인,25169.02,250,20,2344.49
2025-09-02,Meta,Meta 통합 캠페인,28437.27,279,25,2598.9
2025-09-02,Naver,Naver 통합 캠페인,35072.87,297,16,1365.71
2025-09-03,Google,Google 통합 캠페인,28632.27,350,26,2987.92
2025-09-03,Instagram,Instagram 통합 캠페인,18461.17,155,16,2844.46
2025-09-03,Meta,Meta 통합 캠페인,20728.04,179,13,2150.55
2025-09-03,Naver,Naver 통합 캠페인,25272.75,215,24,3193.21
2025-09-04,Google,Google 통합 캠페인,38974.68,437,40,3572.81
2025-09-04,Instagram,Instagram 통합 캠페인,24399.190000000002,206,13,1523.68
2025-09-04,Meta,Meta 통합 캠페인,28695.18,287,22,2880.99
2025-09-04,Naver,Naver 통합 캠페인,31564.629999999997,325,20,2333.24
2025-09-05,Google,Google 통합 캠페인,42943.72,496,38,3126.75
2025-09-05,Instagram,Instagram 통합 캠페인,26389.66,253,23,3131.03
2025-09-05,Meta,Meta 통합 캠페인,32725.8,296,14,1406.77
2025-09-05,Naver,Naver 통합 캠페인,35599.01,430,30,3294.27
2025-09-06,Google,Google 통합 캠페인,41658.74,455,27,2787.8
2025-09-06,Instagram,Instagram 통합 캠페인,26420.27,232,16,2330.33
2025-09-06,Meta,Meta 통합 캠페인,31426.43,285,17,1982.1
2025-09-06,Naver,Naver 통합 캠페인,36267.47,356,23,2072.1
2025-09-07,Google,Google 통합 캠페인,41545.17,505,38,3443.81
2025-09-07,Instagram,Instagram 통합 캠페인,27580.97,251,18,2508.64
2025-09-07,Meta,Meta 통합 캠페인,33039.11,301,29,3264.91
2025-09-07,Naver,Naver 통합 캠페인,37494.22,385,26,2209.68
2025-09-08,Google,Google 통합 캠페인,33035.59,404,24,2529.21
2025-09-08,Instagram,Instagram 통합 캠페인,19171.15,169,8,1552.25
2025-09-08,Meta,Meta 통합 캠페인,25957.73,264,24,2778.73
2025-09-08,Naver,Naver 통합 캠페인,28809.15,293,19,2160.8
2025-09-09,Google,Google 통합 캠페인,32107.35,362,20,2086.83
2025-09-09,Instagram,Instagram 통합 캠페인,20573.36,212,12,2087.67
2025-09-09,Meta,Meta 통합 캠페인,23609.14,213,15,2248.43
2025-09-09,Naver,Naver 통합 캠페인,26873.02,289,20,2153.03
2025-09-10,Google,Google 통합 캠페인,34834.28,415,31,3194.22
2025-09-10,Instagram,Instagram 통합 캠페인,21341.03,167,14,2291.14
2025-09-10,Meta,Meta 통합 캠페인,26289.4,216,16,2327.12
2025-09-10,Naver,Naver 통합 캠페인,30225.2,307,23,2748.69
2025-09-11,Google,Google 통합 캠페인,36231.71,508,40,3732.6
2025-09-11,Instagram,Instagram 통합 캠페인,24568.62,254,23,3646.86
2025-09-11,Meta,Meta 통합 캠페인,29579.63,261,15,1929.73
2025-09-11,Naver,Naver 통합 캠페인,32487.68,368,25,2615.56
2025-09-12,Google,Google 통합 캠페인,37783.59,481,30,2826.03
2025-09-12,Instagram,Instagram 통합 캠페인,23767.23,239,16,2931.18
2025-09-12,Meta,Meta 통합 캠페인,28381.03,260,16,2057.02
2025-09-12,Naver,Naver 통합 캠페인,32538.0,358,25,2689.1
2025-09-13,Google,Google 통합 캠페인,40563.94,468,33,3274.79
2025-09-13,Instagram,Instagram 통합 캠페인,26852.19,235,22,2963.46
2025-09-13,Meta,Meta 통합 캠페인,31202.670000000002,261,16,1629.67
2025-09-13,Naver,Naver 통합 캠페인,37361.32,384,25,2056.97
2025-09-14,Google,Google 통합 캠페인,44325.43,477,51,4597.85
2025-09-14,Instagram,Instagram 통합 캠페인,27530.129999999997,286,23,3364.42
2025-09-14,Meta,Meta 통합 캠페인,33710.71,305,23,2482.77
2025-09-14,Naver,Naver 통합 캠페인,36274.159999999996,388,29,2766.53
2025-09-15,Google,Google 통합 캠페인,30337.87,363,27,3246.35
2025-09-15,Instagram,Instagram 통합 캠페인,19158.989999999998,158,10,1736.83
2025-09-15,Meta,Meta 통합 캠페인,22978.87,203,14,1792.55
2025-09-15,Naver,Naver 통합 캠페인,28440.06,295,21,2644.1
