date,channel,campaign,ad_spend,clicks,conversions,ROAS
2025-08-13,Naver,Naver 캠페인,16441.39,4719,163,2953.97
2025-08-13,Instagram,Instagram 캠페인,14181.04,3394,105,2650.11
2025-08-14,Meta,Meta 캠페인,14879.86,3742,115,4067.36
2025-08-14,Google,Google 캠페인,20175.65,5826,239,3073.61
2025-08-14,Naver,Naver 캠페인,20215.16,5434,195,3388.7
2025-08-14,Instagram,Instagram 캠페인,11631.25,2358,74,3632.38
2025-08-15,Meta,Meta 캠페인,20307.29,5544,168,2593.52
2025-08-15,Google,Google 캠페인,24980.51,7562,315,2458.92
2025-08-15,Naver,Naver 캠페인,14173.57,3803,124,3325.93
2025-08-15,Instagram,Instagram 캠페인,15296.77,3023,82,2532.24
2025-08-16,Meta,Meta 캠페인,23638.27,6091,206,2717.8
2025-08-16,Google,Google 캠페인,18586.12,6002,251,3865.04
2025-08-16,Naver,Naver 캠페인,18119.52,5173,172,3519.06
2025-08-16,Instagram,Instagram 캠페인,13471.44,3331,102,2741.18
2025-08-17,Meta,Meta 캠페인,21642.61,5384,167,3037.77
2025-08-17,Google,Google 캠페인,26783.37,8365,337,2191.66
2025-08-17,Naver,Naver 캠페인,17519.12,4833,165,3810.98
2025-08-17,Instagram,Instagram 캠페인,18337.71,4403,116,3071.73
2025-08-18,Meta,Meta 캠페인,21042.54,5297,171,2249.06
2025-08-18,Google,Google 캠페인,20157.5,6298,262,2914.71
2025-08-18,Naver,Naver 캠페인,17105.92,4806,169,2687.44
2025-08-18,Instagram,Instagram 캠페인,7443.1,1908,60,4183.58
2025-08-19,Meta,Meta 캠페인,18575.57,4639,151,2597.48
2025-08-19,Google,Google 캠페인,23399.45,7445,308,2740.8
2025-08-19,Naver,Naver 캠페인,12360.23,3374,119,3949.31
2025-08-19,Instagram,Instagram 캠페인,17533.31,3837,111,1944.6
2025-08-20,Meta,Meta 캠페인,16345.09,3886,117,2935.52
2025-08-20,Google,Google 캠페인,18581.08,5709,226,2850.48
2025-08-20,Naver,Naver 캠페인,18395.11,5000,177,3040.14
2025-08-20,Instagram,Instagram 캠페인,12643.35,2817,73,3081.75
2025-08-21,Meta,Meta 캠페인,16549.99,4198,138,3083.17
2025-08-21,Google,Google 캠페인,19010.26,5659,239,4057.89
2025-08-21,Naver,Naver 캠페인,18526.79,5180,178,3417.23
2025-08-21,Instagram,Instagram 캠페인,14356.03,2950,88,2911.75
2025-08-22,Meta,Meta 캠페인,18267.37,4484,144,3375.28
2025-08-22,Google,Google 캠페인,24148.1,7628,306,3283.6
2025-08-22,Naver,Naver 캠페인,17754.56,4511,158,3601.99
2025-08-22,Instagram,Instagram 캠페인,17258.1,4045,109,2966.85
2025-08-23,Meta,Meta 캠페인,18430.18,4713,151,3187.2
2025-08-23,Google,Google 캠페인,25228.53,7794,317,3447.57
2025-08-23,Naver,Naver 캠페인,21830.41,6046,214,3219.15
2025-08-23,Instagram,Instagram 캠페인,17361.51,3595,96,3322.03
2025-08-24,Meta,Meta 캠페인,18080.44,4404,143,3524.1
2025-08-24,Google,Google 캠페인,19318.28,5736,231,3701.32
2025-08-24,Naver,Naver 캠페인,18448.52,4782,167,3226.15
2025-08-24,Instagram,Instagram 캠페인,15905.58,3846,122,2699.91
2025-08-25,Meta,Meta 캠페인,18641.99,4769,147,2404.25
2025-08-25,Google,Google 캠페인,19917.62,6276,261,3282.18
2025-08-25,Naver,Naver 캠페인,16837.66,4478,163,3358.9
2025-08-25,Instagram,Instagram 캠페인,16526.6,3624,104,2218.99
2025-08-26,Meta,Meta 캠페인,21261.22,5092,153,1605.8
2025-08-26,Google,Google 캠페인,17144.91,5307,225,2846.44
2025-08-26,Naver,Naver 캠페인,17607.99,4713,165,2554.25
2025-08-26,Instagram,Instagram 캠페인,13906.48,3047,75,1907.13
2025-08-27,Meta,Meta 캠페인,16110.35,4149,129,3908.79
2025-08-27,Google,Google 캠페인,20304.06,6324,259,3870.66
2025-08-27,Naver,Naver 캠페인,17221.64,4780,140,3636.52
2025-08-27,Instagram,Instagram 캠페인,14881.07,3306,80,2580.25
2025-08-28,Meta,Meta 캠페인,16505.95,4106,116,3300.69
2025-08-28,Google,Google 캠페인,20804.15,6511,274,3375.21
2025-08-28,Naver,Naver 캠페인,19224.38,5004,168,2988.84
2025-08-28,Instagram,Instagram 캠페인,10898.68,2618,68,3795.71
2025-08-29,Meta,Meta 캠페인,18333.87,4796,136,3370.29
2025-08-29,Google,Google 캠페인,27692.44,8081,316,2517.25
2025-08-29,Naver,Naver 캠페인,18809.26,5133,179,2803.87
2025-08-29,Instagram,Instagram 캠페인,14635.14,3126,83,2833.76
2025-08-30,Meta,Meta 캠페인,21360.86,5384,155,2821.01
2025-08-30,Google,Google 캠페인,25766.51,7844,318,2891.66
2025-08-30,Naver,Naver 캠페인,22903.75,6084,218,2537.25
2025-08-30,Instagram,Instagram 캠페인,20641.51,4569,117,2410.69
2025-08-31,Meta,Meta 캠페인,17423.74,4584,161,2872.98
2025-08-31,Google,Google 캠페인,22712.5,6816,269,3853.84
2025-08-31,Naver,Naver 캠페인,16837.62,4552,156,4851.88
2025-08-31,Instagram,Instagram 캠페인,14629.44,3247,83,3835.62
2025-09-01,Meta,Meta 캠페인,16268.99,4219,138,2672.47
2025-09-01,Google,Google 캠페인,25492.61,7556,319,2262.85
2025-09-01,Naver,Naver 캠페인,16770.55,4848,162,3324.63
2025-09-01,Instagram,Instagram 캠페인,9227.17,1965,47,3361.99
2025-09-02,Meta,Meta 캠페인,21164.99,5551,175,2802.67
2025-09-02,Google,Google 캠페인,23223.26,6717,259,2456.36
2025-09-02,Naver,Naver 캠페인,14013.15,3744,121,4095.44
2025-09-02,Instagram,Instagram 캠페인,15486.38,3324,90,2351.85
2025-09-03,Meta,Meta 캠페인,19773.38,4788,164,1541.43
2025-09-03,Google,Google 캠페인,21613.96,6827,286,2171.56
2025-09-03,Naver,Naver 캠페인,14441.01,3863,138,2335.32
2025-09-03,Instagram,Instagram 캠페인,13516.05,2774,70,2064.61
2025-09-04,Meta,Meta 캠페인,19783.28,5304,181,2507.56
2025-09-04,Google,Google 캠페인,24143.76,7088,281,2871.49
2025-09-04,Naver,Naver 캠페인,17210.04,4833,157,3527.82
2025-09-04,Instagram,Instagram 캠페인,12645.4,3014,80,2946.03
2025-09-05,Meta,Meta 캠페인,20114.6,4912,161,2610.82
2025-09-05,Google,Google 캠페인,25866.55,7918,336,3235.81
2025-09-05,Naver,Naver 캠페인,14429.65,3997,153,5079.51
2025-09-05,Instagram,Instagram 캠페인,13200.15,2820,90,3673.79
2025-09-06,Meta,Meta 캠페인,17733.69,4716,150,3362.23
2025-09-06,Google,Google 캠페인,24545.44,8014,343,2755.59
2025-09-06,Naver,Naver 캠페인,16051.7,4474,150,3552.76
2025-09-06,Instagram,Instagram 캠페인,13344.06,3034,87,2924.99
2025-09-07,Meta,Meta 캠페인,14354.37,3154,104,3378.01
2025-09-07,Google,Google 캠페인,21027.78,6465,268,3709.19
2025-09-07,Naver,Naver 캠페인,16833.76,4190,145,4137.83
2025-09-07,Instagram,Instagram 캠페인,15888.89,3393,99,3129.2
2025-09-08,Meta,Meta 캠페인,17038.84,4198,139,2543.15
2025-09-08,Google,Google 캠페인,20341.48,6107,260,3134.96
2025-09-08,Naver,Naver 캠페인,14624.03,4206,154,3090.2
2025-09-08,Instagram,Instagram 캠페인,12996.96,2675,63,2231.22
2025-09-09,Meta,Meta 캠페인,17206.81,4378,129,2102.29
2025-09-09,Google,Google 캠페인,20255.56,6291,257,3192.68
2025-09-09,Naver,Naver 캠페인,13898.11,3717,139,3250.56
2025-09-09,Instagram,Instagram 캠페인,11555.28,2162,66,2807.42
2025-09-10,Meta,Meta 캠페인,17050.46,4484,135,2736.6
2025-09-10,Google,Google 캠페인,24149.94,7525,303,2441.52
2025-09-10,Naver,Naver 캠페인,16391.09,4496,159,2456.33
2025-09-10,Instagram,Instagram 캠페인,13130.99,3167,92,2733.66
2025-09-11,Meta,Meta 캠페인,20964.84,5219,169,2420.33
2025-09-11,Google,Google 캠페인,21413.34,6718,278,3772.16
2025-09-11,Naver,Naver 캠페인,14566.82,4111,135,4004.63
2025-09-11,Instagram,Instagram 캠페인,19514.3,4633,143,1807.68
2025-09-12,Meta,Meta 캠페인,18041.11,4561,137,2628.75
2025-09-12,Google,Google 캠페인,28758.22,8975,373,2152.1
2025-09-12,Naver,Naver 캠페인,23868.41,6609,236,2471.66
2025-09-12,Instagram,Instagram 캠페인,11883.96,2775,80,2724.8
2025-09-13,Meta,Meta 캠페인,23609.74,6068,203,2614.87
2025-09-13,Google,Google 캠페인,26259.78,7942,330,3108.8
2025-09-13,Naver,Naver 캠페인,22519.93,5944,208,2357.96
2025-09-13,Instagram,Instagram 캠페인,16037.7,3746,98,2625.79
2025-09-14,Meta,Meta 캠페인,19140.81,4521,148,3374.43
2025-09-14,Google,Google 캠페인,22464.13,6761,279,3806.72
2025-09-14,Naver,Naver 캠페인,19021.1,5338,203,3513.95
2025-09-14,Instagram,Instagram 캠페인,12522.33,2663,56,3141.32
2025-09-15,Meta,Meta 캠페인,16990.91,4087,123,2327.09
2025-09-15,Google,Google 캠페인,23096.95,6910,277,2510.1
2025-09-15,Naver,Naver 캠페인,20055.99,5504,196,2068.14
2025-09-15,Instagram,Instagram 캠페인,14443.32,3514,85,1735.26
2025-09-16,Meta,Meta 캠페인,17862.24,4383,150,2248.27
2025-09-16,Google,Google 캠페인,19200.98,5920,227,2765.14
2025-09-16,Naver,Naver 캠페인,16828.58,4859,185,2995.85
2025-09-16,Instagram,Instagram 캠페인,11600.24,2483,73,3041.84
2025-09-17,Meta,Meta 캠페인,13990.37,3679,115,3568.06
2025-09-17,Google,Google 캠페인,21805.51,6727,261,2665.88
2025-09-17,Naver,Naver 캠페인,19170.61,5209,197,2638.76
2025-09-17,Instagram,Instagram 캠페인,14649.79,3845,108,2181.88
2025-09-18,Meta,Meta 캠페인,18613.04,4536,131,2851.24
2025-09-18,Google,Google 캠페인,22590.16,6584,279,3033.22
2025-09-18,Naver,Naver 캠페인,14763.85,4159,148,3838.24
2025-09-18,Instagram,Instagram 캠페인,12522.2,2786,81,3055.53
2025-09-19,Meta,Meta 캠페인,19687.24,5499,170,2584.5
2025-09-19,Google,Google 캠페인,21302.86,6742,282,3406.59
2025-09-19,Naver,Naver 캠페인,17430.1,4945,159,3704.96
2025-09-19,Instagram,Instagram 캠페인,16610.53,3396,82,2537.31
2025-09-20,Meta,Meta 캠페인,20505.94,5091,164,3006.29
2025-09-20,Google,Google 캠페인,23717.99,6989,287,3291.19
2025-09-20,Naver,Naver 캠페인,13239.62,3522,125,5741.83
2025-09-20,Instagram,Instagram 캠페인,15464.78,3201,87,3303.68
2025-09-21,Meta,Meta 캠페인,20064.68,4753,152,2896.94
2025-09-21,Google,Google 캠페인,23588.52,7393,317,3065.15
2025-09-21,Naver,Naver 캠페인,18353.11,5008,170,3170.96
2025-09-21,Instagram,Instagram 캠페인,16403.09,3822,121,2472.67
2025-09-22,Meta,Meta 캠페인,15977.51,3894,126,2309.43
2025-09-22,Google,Google 캠페인,20028.73,5918,234,2697.08
