date,channel,campaign,campaign_active,brand_search_volume,ad_spend,clicks
2025-06-21,Naver,브랜드 퍼포먼스,0,261,1798.96,12
2025-06-21,Naver,검색 수요 포착,0,326,1639.16,18
2025-06-21,Naver,쿠폰 리커버리,0,331,2631.86,21
2025-06-21,Instagram,브랜드 퍼포먼스,1,666,26296.04,229
2025-06-21,Instagram,검색 수요 포착,0,335,0.0,0
2025-06-21,Instagram,쿠폰 리커버리,0,219,0.0,0
2025-06-22,Meta,브랜드 퍼포먼스,1,660,25201.9,194
2025-06-22,Meta,검색 수요 포착,0,385,0.0,0
2025-06-22,Meta,쿠폰 리커버리,0,266,491.88,4
2025-06-22,Google,브랜드 퍼포먼스,0,205,0.0,0
2025-06-22,Google,검색 수요 포착,0,394,4645.26,42
2025-06-22,Google,쿠폰 리커버리,0,244,1323.93,9
2025-06-22,Naver,브랜드 퍼포먼스,0,275,1983.98,13
2025-06-22,Naver,검색 수요 포착,0,352,1256.86,14
2025-06-22,Naver,쿠폰 리커버리,0,306,1670.21,11
2025-06-22,Instagram,브랜드 퍼포먼스,1,704,23746.5,186
2025-06-22,Instagram,검색 수요 포착,0,356,0.0,0
2025-06-22,Instagram,쿠폰 리커버리,0,246,0.0,0
2025-06-23,Meta,브랜드 퍼포먼스,0,199,3053.37,21
2025-06-23,Meta,검색 수요 포착,0,384,0.0,0
2025-06-23,Meta,쿠폰 리커버리,0,311,300.35,2
2025-06-23,Google,브랜드 퍼포먼스,0,183,0.0,0
2025-06-23,Google,검색 수요 포착,1,1009,28473.85,368
2025-06-23,Google,쿠폰 리커버리,0,322,268.08,1
2025-06-23,Naver,브랜드 퍼포먼스,0,207,934.6,6
2025-06-23,Naver,검색 수요 포착,1,935,11090.15,139
2025-06-23,Naver,쿠폰 리커버리,0,244,1653.05,14
2025-06-23,Instagram,브랜드 퍼포먼스,0,218,2900.22,25
2025-06-23,Instagram,검색 수요 포착,0,335,0.0,0
2025-06-23,Instagram,쿠폰 리커버리,0,250,0.0,0
2025-06-24,Meta,브랜드 퍼포먼스,0,298,3531.25,22
2025-06-24,Meta,검색 수요 포착,0,330,0.0,0
2025-06-24,Meta,쿠폰 리커버리,0,257,524.12,4
2025-06-24,Google,브랜드 퍼포먼스,0,241,0.0,0
2025-06-24,Google,검색 수요 포착,1,959,19498.67,235
2025-06-24,Google,쿠폰 리커버리,0,273,2283.35,16
2025-06-24,Naver,브랜드 퍼포먼스,0,232,1724.46,11
2025-06-24,Naver,검색 수요 포착,1,978,14973.77,209
2025-06-24,Naver,쿠폰 리커버리,0,265,604.66,5
2025-06-24,Instagram,브랜드 퍼포먼스,0,274,3344.77,22
2025-06-24,Instagram,검색 수요 포착,0,344,0.0,0
2025-06-24,Instagram,쿠폰 리커버리,0,302,0.0,0
2025-06-25,Meta,브랜드 퍼포먼스,0,302,2144.37,16
2025-06-25,Meta,검색 수요 포착,0,376,0.0,0
2025-06-25,Meta,쿠폰 리커버리,0,233,1619.04,13
2025-06-25,Google,브랜드 퍼포먼스,0,193,0.0,0
2025-06-25,Google,검색 수요 포착,1,944,27894.03,330
2025-06-25,Google,쿠폰 리커버리,0,272,1076.75,10
2025-06-25,Naver,브랜드 퍼포먼스,0,224,1217.66,7
2025-06-25,Naver,검색 수요 포착,1,937,12148.1,157
2025-06-25,Naver,쿠폰 리커버리,0,224,1422.17,13
2025-06-25,Instagram,브랜드 퍼포먼스,0,224,3298.91,23
2025-06-25,Instagram,검색 수요 포착,0,338,0.0,0
2025-06-25,Instagram,쿠폰 리커버리,0,315,0.0,0
2025-06-26,Meta,브랜드 퍼포먼스,0,225,2900.83,18
2025-06-26,Meta,검색 수요 포착,0,318,0.0,0
2025-06-26,Meta,쿠폰 리커버리,0,263,1497.35,12
2025-06-26,Google,브랜드 퍼포먼스,0,279,0.0,0
2025-06-26,Google,검색 수요 포착,1,1008,26954.38,318
2025-06-26,Google,쿠폰 리커버리,0,309,1947.36,15
2025-06-26,Naver,브랜드 퍼포먼스,0,247,837.39,5
2025-06-26,Naver,검색 수요 포착,1,1057,27303.15,352
2025-06-26,Naver,쿠폰 리커버리,0,252,0.0,0
2025-06-26,Instagram,브랜드 퍼포먼스,0,212,3638.69,27
2025-06-26,Instagram,검색 수요 포착,0,394,0.0,0
2025-06-26,Instagram,쿠폰 리커버리,0,256,0.0,0
2025-06-27,Meta,브랜드 퍼포먼스,1,671,24984.5,241
2025-06-27,Meta,검색 수요 포착,0,342,0.0,0
2025-06-27,Meta,쿠폰 리커버리,0,251,524.94,3
2025-06-27,Google,브랜드 퍼포먼스,0,280,0.0,0
2025-06-27,Google,검색 수요 포착,0,354,3483.89,32
2025-06-27,Google,쿠폰 리커버리,0,301,2231.54,18
2025-06-27,Naver,브랜드 퍼포먼스,0,253,2409.68,13
2025-06-27,Naver,검색 수요 포착,0,390,1965.6,21
2025-06-27,Naver,쿠폰 리커버리,0,295,611.9,3
2025-06-27,Instagram,브랜드 퍼포먼스,1,645,23837.41,217
2025-06-27,Instagram,검색 수요 포착,0,339,0.0,0
2025-06-27,Instagram,쿠폰 리커버리,0,264,0.0,0
2025-06-28,Meta,브랜드 퍼포먼스,1,624,29188.12,239
2025-06-28,Meta,검색 수요 포착,0,286,0.0,0
2025-06-28,Meta,쿠폰 리커버리,0,178,529.49,4
2025-06-28,Google,브랜드 퍼포먼스,0,217,0.0,0
2025-06-28,Google,검색 수요 포착,0,382,4408.31,41
2025-06-28,Google,쿠폰 리커버리,0,358,2313.25,18
2025-06-28,Naver,브랜드 퍼포먼스,0,234,1975.74,14
2025-06-28,Naver,검색 수요 포착,0,371,1528.55,16
2025-06-28,Naver,쿠폰 리커버리,0,274,2107.93,14
2025-06-28,Instagram,브랜드 퍼포먼스,1,688,28201.39,235
2025-06-28,Instagram,검색 수요 포착,0,382,0.0,0
2025-06-28,Instagram,쿠폰 리커버리,0,222,0.0,0
2025-06-29,Meta,브랜드 퍼포먼스,1,624,13555.77,112
2025-06-29,Meta,검색 수요 포착,0,331,0.0,0
2025-06-29,Meta,쿠폰 리커버리,0,375,1977.97,13
2025-06-29,Google,브랜드 퍼포먼스,0,215,0.0,0
2025-06-29,Google,검색 수요 포착,0,365,4459.44,48
2025-06-29,Google,쿠폰 리커버리,0,284,1090.39,8
2025-06-29,Naver,브랜드 퍼포먼스,0,228,1627.65,11
2025-06-29,Naver,검색 수요 포착,0,358,1568.2,16
2025-06-29,Naver,쿠폰 리커버리,0,348,1657.34,13
2025-06-29,Instagram,브랜드 퍼포먼스,1,646,22760.51,222
2025-06-29,Instagram,검색 수요 포착,0,447,0.0,0
2025-06-29,Instagram,쿠폰 리커버리,0,294,0.0,0
2025-06-30,Meta,브랜드 퍼포먼스,0,198,2781.68,15
2025-06-30,Meta,검색 수요 포착,0,321,0.0,0
2025-06-30,Meta,쿠폰 리커버리,0,325,795.15,5
2025-06-30,Google,브랜드 퍼포먼스,0,214,0.0,0
2025-06-30,Google,검색 수요 포착,1,1002,29575.72,349
2025-06-30,Google,쿠폰 리커버리,0,323,336.4,1
2025-06-30,Naver,브랜드 퍼포먼스,0,287,858.96,6
2025-06-30,Naver,검색 수요 포착,1,910,8221.74,122
2025-06-30,Naver,쿠폰 리커버리,0,323,2204.59,15
2025-06-30,Instagram,브랜드 퍼포먼스,0,263,2889.33,20
2025-06-30,Instagram,검색 수요 포착,0,330,0.0,0
2025-06-30,Instagram,쿠폰 리커버리,0,265,0.0,0
2025-07-01,Meta,브랜드 퍼포먼스,0,192,3294.19,21
2025-07-01,Meta,검색 수요 포착,0,400,0.0,0
2025-07-01,Meta,쿠폰 리커버리,0,368,812.57,7
2025-07-01,Google,브랜드 퍼포먼스,0,266,0.0,0
2025-07-01,Google,검색 수요 포착,1,1059,31867.8,410
2025-07-01,Google,쿠폰 리커버리,0,268,738.91,6
2025-07-01,Naver,브랜드 퍼포먼스,0,216,0.0,0
2025-07-01,Naver,검색 수요 포착,1,896,18548.38,239
2025-07-01,Naver,쿠폰 리커버리,0,297,2197.4,19
2025-07-01,Instagram,브랜드 퍼포먼스,0,240,3533.86,25
2025-07-01,Instagram,검색 수요 포착,0,346,0.0,0
2025-07-01,Instagram,쿠폰 리커버리,0,308,0.0,0
2025-07-02,Meta,브랜드 퍼포먼스,0,312,2122.06,13
2025-07-02,Meta,검색 수요 포착,0,323,0.0,0
2025-07-02,Meta,쿠폰 리커버리,0,322,1443.65,11
2025-07-02,Google,브랜드 퍼포먼스,0,298,0.0,0
2025-07-02,Google,검색 수요 포착,1,918,12746.61,154
2025-07-02,Google,쿠폰 리커버리,0,264,3313.92,28
2025-07-02,Naver,브랜드 퍼포먼스,0,242,0.0,0
2025-07-02,Naver,검색 수요 포착,1,953,19338.87,275
2025-07-02,Naver,쿠폰 리커버리,0,274,1631.31,13
2025-07-02,Instagram,브랜드 퍼포먼스,0,307,3120.77,25
2025-07-02,Instagram,검색 수요 포착,0,345,0.0,0
2025-07-02,Instagram,쿠폰 리커버리,0,288,0.0,0
2025-07-03,Meta,브랜드 퍼포먼스,0,257,2518.98,16
2025-07-03,Meta,검색 수요 포착,0,373,0.0,0
2025-07-03,Meta,쿠폰 리커버리,0,369,1424.27,11
2025-07-03,Google,브랜드 퍼포먼스,0,220,0.0,0
2025-07-03,Google,검색 수요 포착,1,1024,29233.57,357
2025-07-03,Google,쿠폰 리커버리,0,319,972.84,8
2025-07-03,Naver,브랜드 퍼포먼스,0,210,556.86,3
2025-07-03,Naver,검색 수요 포착,1,872,15665.19,222
2025-07-03,Naver,쿠폰 리커버리,0,330,1732.01,13
2025-07-03,Instagram,브랜드 퍼포먼스,0,284,3279.64,20
2025-07-03,Instagram,검색 수요 포착,0,319,0.0,0
2025-07-03,Instagram,쿠폰 리커버리,0,266,0.0,0
2025-07-04,Meta,브랜드 퍼포먼스,1,587,14617.95,122
2025-07-04,Meta,검색 수요 포착,0,364,0.0,0
2025-07-04,Meta,쿠폰 리커버리,0,267,2137.68,17
2025-07-04,Google,브랜드 퍼포먼스,0,236,0.0,0
2025-07-04,Google,검색 수요 포착,0,355,4894.65,46
2025-07-04,Google,쿠폰 리커버리,0,357,1421.16,10
2025-07-04,Naver,브랜드 퍼포먼스,0,265,546.27,3
2025-07-04,Naver,검색 수요 포착,0,353,1470.99,16
2025-07-04,Naver,쿠폰 리커버리,0,329,3379.05,25
2025-07-04,Instagram,브랜드 퍼포먼스,1,631,25799.69,274
2025-07-04,Instagram,검색 수요 포착,0,310,0.0,0
2025-07-04,Instagram,쿠폰 리커버리,0,334,0.0,0
2025-07-05,Meta,브랜드 퍼포먼스,1,659,28061.65,247
2025-07-05,Meta,검색 수요 포착,0,427,0.0,0
2025-07-05,Meta,쿠폰 리커버리,0,280,795.61,6
2025-07-05,Google,브랜드 퍼포먼스,0,210,0.0,0
2025-07-05,Google,검색 수요 포착,0,370,4367.2,43
2025-07-05,Google,쿠폰 리커버리,0,354,2541.88,21
2025-07-05,Naver,브랜드 퍼포먼스,0,264,1487.98,9
2025-07-05,Naver,검색 수요 포착,0,369,3028.76,29
2025-07-05,Naver,쿠폰 리커버리,0,301,1499.08,12
2025-07-05,Instagram,브랜드 퍼포먼스,1,669,29514.38,262
2025-07-05,Instagram,검색 수요 포착,0,389,0.0,0
2025-07-05,Instagram,쿠폰 리커버리,0,285,0.0,0
2025-07-06,Meta,브랜드 퍼포먼스,1,698,33379.17,290
2025-07-06,Meta,검색 수요 포착,0,363,0.0,0
2025-07-06,Meta,쿠폰 리커버리,0,236,432.88,3
2025-07-06,Google,브랜드 퍼포먼스,0,206,0.0,0
2025-07-06,Google,검색 수요 포착,0,426,7563.12,76
2025-07-06,Google,쿠폰 리커버리,0,297,0.0,0
2025-07-06,Naver,브랜드 퍼포먼스,0,299,1365.72,9
2025-07-06,Naver,검색 수요 포착,0,364,3611.22,38
2025-07-06,Naver,쿠폰 리커버리,0,284,1227.04,10
2025-07-06,Instagram,브랜드 퍼포먼스,1,645,31677.9,310
2025-07-06,Instagram,검색 수요 포착,0,374,0.0,0
2025-07-06,Instagram,쿠폰 리커버리,0,355,0.0,0
2025-07-07,Meta,브랜드 퍼포먼스,0,299,2163.42,10
2025-07-07,Meta,검색 수요 포착,0,400,0.0,0
2025-07-07,Meta,쿠폰 리커버리,0,208,1210.08,9
2025-07-07,Google,브랜드 퍼포먼스,0,174,0.0,0
2025-07-07,Google,검색 수요 포착,1,981,17927.28,246
2025-07-07,Google,쿠폰 리커버리,0,292,1757.21,14
2025-07-07,Naver,브랜드 퍼포먼스,0,239,1477.66,8
2025-07-07,Naver,검색 수요 포착,1,953,4885.67,73
2025-07-07,Naver,쿠폰 리커버리,0,301,1993.7,15
2025-07-07,Instagram,브랜드 퍼포먼스,0,255,2933.69,20
2025-07-07,Instagram,검색 수요 포착,0,364,0.0,0
2025-07-07,Instagram,쿠폰 리커버리,0,278,0.0,0
2025-07-08,Meta,브랜드 퍼포먼스,0,204,2711.14,17
2025-07-08,Meta,검색 수요 포착,0,361,0.0,0
2025-07-08,Meta,쿠폰 리커버리,0,334,865.51,8
2025-07-08,Google,브랜드 퍼포먼스,0,249,0.0,0
2025-07-08,Google,검색 수요 포착,1,1068,31294.26,389
2025-07-08,Google,쿠폰 리커버리,0,281,135.0,1
2025-07-08,Naver,브랜드 퍼포먼스,0,221,894.83,6
2025-07-08,Naver,검색 수요 포착,1,947,13929.86,177
2025-07-08,Naver,쿠폰 리커버리,0,277,1203.85,10
2025-07-08,Instagram,브랜드 퍼포먼스,0,289,2958.92,21
2025-07-08,Instagram,검색 수요 포착,0,332,0.0,0
2025-07-08,Instagram,쿠폰 리커버리,0,341,0.0,0
2025-07-09,Meta,브랜드 퍼포먼스,0,250,2078.94,12
2025-07-09,Meta,검색 수요 포착,0,365,0.0,0
2025-07-09,Meta,쿠폰 리커버리,0,310,1708.86,14
2025-07-09,Google,브랜드 퍼포먼스,0,224,0.0,0
2025-07-09,Google,검색 수요 포착,1,1049,31248.03,374
2025-07-09,Google,쿠폰 리커버리,0,310,406.38,2
2025-07-09,Naver,브랜드 퍼포먼스,0,240,662.04,5
2025-07-09,Naver,검색 수요 포착,1,945,13043.98,167
2025-07-09,Naver,쿠폰 리커버리,0,280,1866.05,14
2025-07-09,Instagram,브랜드 퍼포먼스,0,197,3026.99,22
2025-07-09,Instagram,검색 수요 포착,0,274,0.0,0
2025-07-09,Instagram,쿠폰 리커버리,0,295,0.0,0
2025-07-10,Meta,브랜드 퍼포먼스,0,204,1226.84,6
2025-07-10,Meta,검색 수요 포착,0,333,0.0,0
2025-07-10,Meta,쿠폰 리커버리,0,262,2547.83,23
2025-07-10,Google,브랜드 퍼포먼스,0,303,0.0,0
2025-07-10,Google,검색 수요 포착,1,888,13788.43,174
2025-07-10,Google,쿠폰 리커버리,0,269,2786.34,21
2025-07-10,Naver,브랜드 퍼포먼스,0,273,1327.98,8
2025-07-10,Naver,검색 수요 포착,1,893,9595.13,137
2025-07-10,Naver,쿠폰 리커버리,0,314,1516.61,12
2025-07-10,Instagram,브랜드 퍼포먼스,0,282,3034.46,23
2025-07-10,Instagram,검색 수요 포착,0,306,0.0,0
2025-07-10,Instagram,쿠폰 리커버리,0,279,0.0,0
2025-07-11,Meta,브랜드 퍼포먼스,1,676,21010.9,173
2025-07-11,Meta,검색 수요 포착,0,300,0.0,0
2025-07-11,Meta,쿠폰 리커버리,0,317,1614.65,12
2025-07-11,Google,브랜드 퍼포먼스,0,270,0.0,0
2025-07-11,Google,검색 수요 포착,0,384,3705.07,34
2025-07-11,Google,쿠폰 리커버리,0,249,3156.62,26
2025-07-11,Naver,브랜드 퍼포먼스,0,250,1653.42,10
2025-07-11,Naver,검색 수요 포착,0,369,804.58,8
2025-07-11,Naver,쿠폰 리커버리,0,266,2961.74,24
2025-07-11,Instagram,브랜드 퍼포먼스,1,664,28492.51,251
2025-07-11,Instagram,검색 수요 포착,0,372,0.0,0
2025-07-11,Instagram,쿠폰 리커버리,0,332,0.0,0
2025-07-12,Meta,브랜드 퍼포먼스,1,670,25250.13,195
2025-07-12,Meta,검색 수요 포착,0,280,0.0,0
2025-07-12,Meta,쿠폰 리커버리,0,281,1464.98,12
2025-07-12,Google,브랜드 퍼포먼스,0,243,0.0,0
2025-07-12,Google,검색 수요 포착,0,396,4197.28,37
2025-07-12,Google,쿠폰 리커버리,0,306,3341.7,27
2025-07-12,Naver,브랜드 퍼포먼스,0,239,3983.32,29
2025-07-12,Naver,검색 수요 포착,0,359,1205.83,11
2025-07-12,Naver,쿠폰 리커버리,0,289,1336.37,10
2025-07-12,Instagram,브랜드 퍼포먼스,1,707,32330.62,285
2025-07-12,Instagram,검색 수요 포착,0,359,0.0,0
2025-07-12,Instagram,쿠폰 리커버리,0,277,0.0,0
2025-07-13,Meta,브랜드 퍼포먼스,1,669,28542.23,246
2025-07-13,Meta,검색 수요 포착,0,378,0.0,0
2025-07-13,Meta,쿠폰 리커버리,0,326,827.58,8
2025-07-13,Google,브랜드 퍼포먼스,0,210,0.0,0
2025-07-13,Google,검색 수요 포착,0,405,4369.32,42
2025-07-13,Google,쿠폰 리커버리,0,311,2448.86,21
2025-07-13,Naver,브랜드 퍼포먼스,0,248,3505.71,24
2025-07-13,Naver,검색 수요 포착,0,357,1587.3,16
2025-07-13,Naver,쿠폰 리커버리,0,303,653.16,5
2025-07-13,Instagram,브랜드 퍼포먼스,1,723,28999.98,283
2025-07-13,Instagram,검색 수요 포착,0,355,0.0,0
2025-07-13,Instagram,쿠폰 리커버리,0,264,0.0,0
2025-07-14,Meta,브랜드 퍼포먼스,0,219,2422.39,17
2025-07-14,Meta,검색 수요 포착,0,323,0.0,0
2025-07-14,Meta,쿠폰 리커버리,0,305,1614.58,12
2025-07-14,Google,브랜드 퍼포먼스,0,254,0.0,0
2025-07-14,Google,검색 수요 포착,1,1084,33106.28,405
2025-07-14,Google,쿠폰 리커버리,0,302,994.36,7
2025-07-14,Naver,브랜드 퍼포먼스,0,237,544.41,3
2025-07-14,Naver,검색 수요 포착,1,987,6809.59,91
2025-07-14,Naver,쿠폰 리커버리,0,255,3606.65,29
2025-07-14,Instagram,브랜드 퍼포먼스,0,185,3328.66,24
2025-07-14,Instagram,검색 수요 포착,0,331,0.0,0
2025-07-14,Instagram,쿠폰 리커버리,0,275,0.0,0
2025-07-15,Meta,브랜드 퍼포먼스,0,202,2618.64,18
2025-07-15,Meta,검색 수요 포착,0,288,0.0,0
2025-07-15,Meta,쿠폰 리커버리,0,285,1193.12,10
2025-07-15,Google,브랜드 퍼포먼스,0,326,0.0,0
2025-07-15,Google,검색 수요 포착,1,997,16733.41,219
2025-07-15,Google,쿠폰 리커버리,0,327,2862.85,23
2025-07-15,Naver,브랜드 퍼포먼스,0,181,1129.73,7
2025-07-15,Naver,검색 수요 포착,1,900,12788.06,167
2025-07-15,Naver,쿠폰 리커버리,0,301,1532.88,12
2025-07-15,Instagram,브랜드 퍼포먼스,0,244,3344.14,22
2025-07-15,Instagram,검색 수요 포착,0,374,0.0,0
2025-07-15,Instagram,쿠폰 리커버리,0,239,0.0,0
2025-07-16,Meta,브랜드 퍼포먼스,0,273,1981.19,14
2025-07-16,Meta,검색 수요 포착,0,344,0.0,0
2025-07-16,Meta,쿠폰 리커버리,0,286,1627.7,12
2025-07-16,Google,브랜드 퍼포먼스,0,212,0.0,0
2025-07-16,Google,검색 수요 포착,1,1052,31662.14,399
2025-07-16,Google,쿠폰 리커버리,0,280,0.0,0
2025-07-16,Naver,브랜드 퍼포먼스,0,243,902.97,6
2025-07-16,Naver,검색 수요 포착,1,873,17651.45,236
2025-07-16,Naver,쿠폰 리커버리,0,246,822.63,8
2025-07-16,Instagram,브랜드 퍼포먼스,0,195,2902.85,22
2025-07-16,Instagram,검색 수요 포착,0,335,0.0,0
2025-07-16,Instagram,쿠폰 리커버리,0,286,0.0,0
2025-07-17,Meta,브랜드 퍼포먼스,0,243,3314.65,22
2025-07-17,Meta,검색 수요 포착,0,341,0.0,0
2025-07-17,Meta,쿠폰 리커버리,0,236,414.08,2
2025-07-17,Google,브랜드 퍼포먼스,0,228,0.0,0
2025-07-17,Google,검색 수요 포착,1,1024,33659.53,410
2025-07-17,Google,쿠폰 리커버리,0,246,409.79,4
2025-07-17,Naver,브랜드 퍼포먼스,0,262,313.09,1
2025-07-17,Naver,검색 수요 포착,1,1007,21164.4,264
2025-07-17,Naver,쿠폰 리커버리,0,284,1340.48,11
2025-07-17,Instagram,브랜드 퍼포먼스,0,223,3199.17,26
2025-07-17,Instagram,검색 수요 포착,0,337,0.0,0
2025-07-17,Instagram,쿠폰 리커버리,0,278,0.0,0
2025-07-18,Meta,브랜드 퍼포먼스,1,603,13790.25,124
2025-07-18,Meta,검색 수요 포착,0,409,0.0,0
2025-07-18,Meta,쿠폰 리커버리,0,309,2042.51,16
2025-07-18,Google,브랜드 퍼포먼스,0,266,0.0,0
2025-07-18,Google,검색 수요 포착,0,398,4159.63,39
2025-07-18,Google,쿠폰 리커버리,0,334,1486.27,13
2025-07-18,Naver,브랜드 퍼포먼스,0,220,714.46,5
2025-07-18,Naver,검색 수요 포착,0,371,1131.69,12
2025-07-18,Naver,쿠폰 리커버리,0,212,3168.24,24
2025-07-18,Instagram,브랜드 퍼포먼스,1,636,23114.33,211
2025-07-18,Instagram,검색 수요 포착,0,442,0.0,0
2025-07-18,Instagram,쿠폰 리커버리,0,287,0.0,0
2025-07-19,Meta,브랜드 퍼포먼스,1,622,25000.01,226
2025-07-19,Meta,검색 수요 포착,0,341,0.0,0
2025-07-19,Meta,쿠폰 리커버리,0,238,866.8,6
2025-07-19,Google,브랜드 퍼포먼스,0,239,0.0,0
2025-07-19,Google,검색 수요 포착,0,401,2746.3,27
2025-07-19,Google,쿠폰 리커버리,0,288,3972.04,33
2025-07-19,Naver,브랜드 퍼포먼스,0,274,3208.77,23
2025-07-19,Naver,검색 수요 포착,0,403,641.01,5
2025-07-19,Naver,쿠폰 리커버리,0,291,1712.82,13
2025-07-19,Instagram,브랜드 퍼포먼스,1,663,27956.85,276
2025-07-19,Instagram,검색 수요 포착,0,382,0.0,0
2025-07-19,Instagram,쿠폰 리커버리,0,223,0.0,0
2025-07-20,Meta,브랜드 퍼포먼스,1,696,25759.58,226
2025-07-20,Meta,검색 수요 포착,0,363,0.0,0
2025-07-20,Meta,쿠폰 리커버리,0,321,911.71,7
2025-07-20,Google,브랜드 퍼포먼스,0,318,0.0,0
2025-07-20,Google,검색 수요 포착,0,408,3943.75,38
2025-07-20,Google,쿠폰 리커버리,0,274,2714.83,22
2025-07-20,Naver,브랜드 퍼포먼스,0,304,1004.2,8
