date,customer_segment,acquisition_channel,new_customers,signups,returning_customers,repeat_purchase_rate,cart_abandon_rate,coupon_redemption_count,clicks,attributed_revenue
2025-06-22,가격 민감,Google,0,0,0,0.2088,0.3978,0,28,11068
2025-06-22,가격 민감,Naver,0,0,0,0.175,0.3691,0,9,5339
2025-06-22,가격 민감,Instagram,1,1,1,0.2023,0.387,0,15,12740
2025-06-22,재구매 후보,Meta,1,1,2,0.3366,0.2496,0,21,29096
2025-06-22,재구매 후보,Google,0,0,2,0.3906,0.2291,0,27,48128
2025-06-22,재구매 후보,Naver,0,0,0,0.3208,0.241,0,16,19030
2025-06-22,재구매 후보,Instagram,2,2,1,0.3402,0.2274,0,15,24465
2025-06-22,VIP,Meta,0,0,0,0.5188,0.1493,0,5,6977
2025-06-22,VIP,Google,0,0,0,0.4989,0.165,0,0,0
2025-06-22,VIP,Naver,1,1,1,0.5165,0.1471,0,0,0
2025-06-22,VIP,Instagram,0,0,0,0.5071,0.1698,0,6,9278
2025-06-22,휴면 복귀,Meta,3,3,0,0.2176,0.3427,0,2,2139
2025-06-22,휴면 복귀,Google,0,0,0,0.2115,0.266,0,8,8290
2025-06-22,휴면 복귀,Naver,1,1,0,0.2362,0.343,0,9,7240
2025-06-22,휴면 복귀,Instagram,1,1,0,0.2248,0.3571,0,11,8227
2025-06-23,신규 탐색,Meta,4,4,0,0.1149,0.3342,1,14,15593
2025-06-23,신규 탐색,Google,4,5,0,0.1517,0.2712,0,20,20553
2025-06-23,신규 탐색,Naver,7,9,0,0.1303,0.3132,1,18,15316
2025-06-23,신규 탐색,Instagram,2,2,0,0.1204,0.3538,0,7,5129
2025-06-23,가격 민감,Meta,0,0,2,0.1395,0.4224,0,7,4394
2025-06-23,가격 민감,Google,1,1,1,0.1992,0.3611,1,25,11112
2025-06-23,가격 민감,Naver,0,0,1,0.1609,0.382,0,13,6696
2025-06-23,가격 민감,Instagram,1,1,0,0.1978,0.3657,0,13,6096
2025-06-23,재구매 후보,Meta,2,2,2,0.3629,0.3191,0,11,15395
2025-06-23,재구매 후보,Google,0,0,0,0.3984,0.2035,0,11,11874
2025-06-23,재구매 후보,Naver,5,5,4,0.3654,0.236,1,19,23296
2025-06-23,재구매 후보,Instagram,0,0,0,0.3128,0.2442,0,10,13610
2025-06-23,VIP,Meta,1,1,0,0.5411,0.1764,0,0,0
2025-06-23,VIP,Google,0,0,1,0.5551,0.2001,0,10,25106
2025-06-23,VIP,Naver,4,5,2,0.5241,0.1547,0,3,5831
2025-06-23,VIP,Instagram,0,0,0,0.5506,0.1397,0,0,0
2025-06-23,휴면 복귀,Meta,0,0,0,0.2276,0.3256,0,3,1811
2025-06-23,휴면 복귀,Google,4,4,0,0.2264,0.3237,0,2,1882
2025-06-23,휴면 복귀,Naver,0,0,0,0.2757,0.3481,0,8,9607
2025-06-23,휴면 복귀,Instagram,0,0,0,0.2202,0.321,0,3,4036
2025-06-24,신규 탐색,Meta,2,2,0,0.1703,0.2996,0,10,8828
2025-06-24,신규 탐색,Google,0,0,1,0.0975,0.3081,0,15,16743
2025-06-24,신규 탐색,Naver,0,0,0,0.0867,0.2977,0,25,20603
2025-06-24,신규 탐색,Instagram,0,0,0,0.1401,0.3198,0,10,9065
2025-06-24,가격 민감,Meta,1,1,2,0.182,0.3845,0,2,1690
2025-06-24,가격 민감,Google,0,0,0,0.163,0.4208,0,11,5904
2025-06-24,가격 민감,Naver,0,0,0,0.1691,0.3269,0,22,12356
2025-06-24,가격 민감,Instagram,4,5,1,0.1822,0.3873,0,0,0
2025-06-24,재구매 후보,Meta,0,0,0,0.3618,0.2899,0,21,24488
2025-06-24,재구매 후보,Google,0,0,0,0.3642,0.2568,0,16,14554
2025-06-24,재구매 후보,Naver,0,0,0,0.3215,0.2358,0,23,35836
2025-06-24,재구매 후보,Instagram,2,2,0,0.3403,0.2475,0,7,8190
2025-06-24,VIP,Meta,1,1,0,0.4998,0.1884,0,0,0
2025-06-24,VIP,Google,0,0,2,0.5062,0.1475,0,3,3822
2025-06-24,VIP,Naver,1,1,0,0.5243,0.1517,0,12,18764
2025-06-24,VIP,Instagram,1,1,0,0.5706,0.1901,0,0,0
2025-06-24,휴면 복귀,Meta,2,2,2,0.2336,0.3839,0,3,2042
2025-06-24,휴면 복귀,Google,3,3,4,0.1872,0.2786,0,18,19908
2025-06-24,휴면 복귀,Naver,3,3,1,0.242,0.3125,0,2,1219
2025-06-24,휴면 복귀,Instagram,0,0,0,0.2425,0.3142,0,4,2606
2025-06-25,신규 탐색,Meta,0,0,0,0.0871,0.2883,0,13,13076
2025-06-25,신규 탐색,Google,2,2,0,0.1869,0.2559,0,41,34752
2025-06-25,신규 탐색,Naver,1,1,1,0.1356,0.2883,0,26,19986
2025-06-25,신규 탐색,Instagram,0,0,0,0.1101,0.2866,0,7,7291
2025-06-25,가격 민감,Meta,0,0,0,0.1501,0.3641,0,23,16784
2025-06-25,가격 민감,Google,0,0,0,0.14,0.3866,0,5,4384
2025-06-25,가격 민감,Naver,0,0,0,0.2034,0.3916,0,13,5722
2025-06-25,가격 민감,Instagram,2,2,2,0.2068,0.3343,0,19,15416
2025-06-25,재구매 후보,Meta,0,0,0,0.3597,0.2149,0,1,1655
2025-06-25,재구매 후보,Google,1,1,0,0.3869,0.2407,0,19,32504
2025-06-25,재구매 후보,Naver,0,0,0,0.3474,0.2554,0,0,0
2025-06-25,재구매 후보,Instagram,0,0,0,0.3399,0.2229,0,19,33056
2025-06-25,VIP,Meta,0,0,0,0.5068,0.1661,0,2,4568
2025-06-25,VIP,Google,5,5,6,0.5018,0.1756,1,13,23259
2025-06-25,VIP,Naver,0,0,0,0.5407,0.1292,0,6,8603
2025-06-25,VIP,Instagram,1,1,0,0.545,0.1708,0,5,12580
2025-06-25,휴면 복귀,Meta,2,2,1,0.2369,0.3362,1,12,9320
2025-06-25,휴면 복귀,Google,0,0,1,0.2298,0.3308,0,22,21988
2025-06-25,휴면 복귀,Naver,0,0,0,0.2143,0.3079,0,15,17200
2025-06-25,휴면 복귀,Instagram,0,0,0,0.2185,0.3284,0,17,16476
2025-06-26,신규 탐색,Meta,2,2,0,0.1233,0.3267,0,8,4122
2025-06-26,신규 탐색,Google,6,7,1,0.1543,0.2678,2,25,20522
2025-06-26,신규 탐색,Naver,3,3,0,0.167,0.3098,0,36,20309
2025-06-26,신규 탐색,Instagram,0,0,0,0.1169,0.3373,0,16,14699
2025-06-26,가격 민감,Meta,1,1,0,0.2089,0.4059,1,8,3157
2025-06-26,가격 민감,Google,5,5,0,0.1961,0.3529,0,25,19303
2025-06-26,가격 민감,Naver,0,0,0,0.1735,0.3747,0,17,10777
2025-06-26,가격 민감,Instagram,1,1,0,0.1974,0.3663,0,0,0
2025-06-26,재구매 후보,Meta,4,5,3,0.3098,0.2336,1,19,25022
2025-06-26,재구매 후보,Google,2,2,0,0.3171,0.2574,0,34,36351
2025-06-26,재구매 후보,Naver,1,1,0,0.3709,0.2298,0,25,27945
2025-06-26,재구매 후보,Instagram,2,2,2,0.343,0.225,1,0,0
2025-06-26,VIP,Meta,0,0,0,0.5365,0.1764,0,0,0
2025-06-26,VIP,Google,2,2,0,0.5376,0.1689,1,5,10231
2025-06-26,VIP,Naver,2,2,0,0.5373,0.1476,1,28,36777
2025-06-26,VIP,Instagram,0,0,3,0.54,0.1614,0,3,6429
2025-06-26,휴면 복귀,Meta,0,0,0,0.2548,0.3533,0,15,19450
2025-06-26,휴면 복귀,Google,0,0,0,0.2197,0.34,0,10,9900
2025-06-26,휴면 복귀,Naver,0,0,0,0.2536,0.3581,0,16,14021
2025-06-26,휴면 복귀,Instagram,2,2,2,0.2634,0.3431,0,13,8607
2025-06-27,신규 탐색,Meta,0,0,3,0.1405,0.2436,0,19,11315
2025-06-27,신규 탐색,Google,5,6,0,0.1509,0.3136,0,21,21192
2025-06-27,신규 탐색,Naver,7,8,2,0.0858,0.3168,3,11,10623
2025-06-27,신규 탐색,Instagram,3,4,0,0.1309,0.3,1,13,9938
2025-06-27,가격 민감,Meta,0,0,0,0.1937,0.411,0,17,14468
2025-06-27,가격 민감,Google,6,7,0,0.1896,0.3846,0,28,19943
2025-06-27,가격 민감,Naver,3,3,3,0.1653,0.403,0,17,13732
2025-06-27,가격 민감,Instagram,2,2,0,0.1703,0.3875,1,8,3175
2025-06-27,재구매 후보,Meta,0,0,1,0.3201,0.2319,0,12,14456
2025-06-27,재구매 후보,Google,0,0,0,0.3363,0.2536,0,13,14412
2025-06-27,재구매 후보,Naver,0,0,1,0.3152,0.2579,0,17,14480
2025-06-27,재구매 후보,Instagram,0,0,0,0.3115,0.2533,0,14,15271
2025-06-27,VIP,Meta,2,2,3,0.4956,0.1293,0,18,32521
2025-06-27,VIP,Google,1,1,0,0.5213,0.1954,1,25,56643
2025-06-27,VIP,Naver,1,1,2,0.5144,0.1555,0,5,10384
2025-06-27,VIP,Instagram,0,0,0,0.5399,0.1539,0,12,21759
2025-06-27,휴면 복귀,Meta,0,0,0,0.2071,0.3363,0,10,11607
2025-06-27,휴면 복귀,Google,1,1,2,0.2347,0.3796,0,21,21837
2025-06-27,휴면 복귀,Naver,0,0,0,0.2302,0.3126,0,6,6458
2025-06-27,휴면 복귀,Instagram,1,1,0,0.1867,0.2967,0,4,2932
2025-06-28,신규 탐색,Meta,0,0,0,0.1338,0.2979,0,16,10801
2025-06-28,신규 탐색,Google,5,6,0,0.1416,0.3006,1,29,28693
2025-06-28,신규 탐색,Naver,2,2,0,0.1385,0.3123,1,26,27597
2025-06-28,신규 탐색,Instagram,0,0,0,0.1351,0.3096,0,13,12765
2025-06-28,가격 민감,Meta,0,0,0,0.1697,0.3913,0,9,3698
2025-06-28,가격 민감,Google,0,0,0,0.2011,0.3624,0,25,16569
2025-06-28,가격 민감,Naver,0,0,0,0.1816,0.4329,0,8,6461
2025-06-28,가격 민감,Instagram,0,0,0,0.1288,0.3611,0,0,0
2025-06-28,재구매 후보,Meta,0,0,1,0.2988,0.2335,0,5,6755
2025-06-28,재구매 후보,Google,2,2,0,0.3696,0.2633,0,0,0
2025-06-28,재구매 후보,Naver,0,0,0,0.3663,0.2476,0,7,8066
2025-06-28,재구매 후보,Instagram,0,0,0,0.3352,0.2133,0,18,24733
2025-06-28,VIP,Meta,0,0,0,0.5582,0.2132,0,5,9729
2025-06-28,VIP,Google,0,0,1,0.5213,0.1945,0,19,32206
2025-06-28,VIP,Naver,0,0,1,0.4988,0.1656,0,11,24306
2025-06-28,VIP,Instagram,0,0,0,0.5201,0.1646,0,8,20268
2025-06-28,휴면 복귀,Meta,0,0,0,0.2434,0.3492,0,3,3738
2025-06-28,휴면 복귀,Google,0,0,0,0.2482,0.3456,0,20,13502
2025-06-28,휴면 복귀,Naver,0,0,0,0.2076,0.2862,0,18,18040
2025-06-28,휴면 복귀,Instagram,0,0,0,0.2496,0.3412,0,12,12097
2025-06-29,신규 탐색,Meta,1,1,0,0.0759,0.2986,0,12,12955
2025-06-29,신규 탐색,Google,3,3,1,0.1361,0.3096,1,13,8211
2025-06-29,신규 탐색,Naver,0,0,0,0.1118,0.3009,0,35,19532
2025-06-29,신규 탐색,Instagram,2,2,0,0.1857,0.3358,0,16,14339
2025-06-29,가격 민감,Meta,0,0,1,0.1344,0.3716,0,9,3944
2025-06-29,가격 민감,Google,0,0,0,0.1816,0.386,0,15,9872
2025-06-29,가격 민감,Naver,3,3,2,0.1907,0.3889,1,22,14172
2025-06-29,가격 민감,Instagram,2,2,0,0.169,0.3682,1,11,5080
2025-06-29,재구매 후보,Meta,3,3,0,0.3417,0.2752,0,20,29268
2025-06-29,재구매 후보,Google,0,0,0,0.3885,0.2227,0,21,21002
2025-06-29,재구매 후보,Naver,2,2,3,0.3122,0.2608,0,10,16355
2025-06-29,재구매 후보,Instagram,4,5,3,0.2968,0.3007,0,21,24716
2025-06-29,VIP,Meta,0,0,0,0.5378,0.1647,0,10,13272
2025-06-29,VIP,Google,0,0,0,0.4884,0.1717,0,7,10120
2025-06-29,VIP,Naver,1,1,0,0.5046,0.2004,0,12,23998
2025-06-29,VIP,Instagram,3,3,5,0.5275,0.136,0,4,7128
2025-06-29,휴면 복귀,Meta,0,0,0,0.1903,0.3878,0,9,6661
2025-06-29,휴면 복귀,Google,0,0,0,0.2133,0.3287,0,24,28944
2025-06-29,휴면 복귀,Naver,0,0,2,0.23,0.3203,0,15,11897
2025-06-29,휴면 복귀,Instagram,1,1,0,0.2675,0.3176,0,8,10745
2025-06-30,신규 탐색,Meta,1,1,1,0.1064,0.2646,0,5,2872
2025-06-30,신규 탐색,Google,1,1,0,0.1479,0.3533,0,17,10007
2025-06-30,신규 탐색,Naver,0,0,0,0.1121,0.3024,0,11,11059
2025-06-30,신규 탐색,Instagram,0,0,0,0.1227,0.2724,0,7,4711
2025-06-30,가격 민감,Meta,3,3,1,0.1601,0.3462,0,4,3511
2025-06-30,가격 민감,Google,2,2,2,0.2065,0.4285,1,6,4543
2025-06-30,가격 민감,Naver,0,0,3,0.1496,0.3748,0,6,3467
2025-06-30,가격 민감,Instagram,0,0,1,0.2237,0.3778,0,8,6762
2025-06-30,재구매 후보,Meta,0,0,1,0.3189,0.2439,0,14,25682
2025-06-30,재구매 후보,Google,0,0,1,0.3639,0.2869,0,6,8912
2025-06-30,재구매 후보,Naver,0,0,1,0.3409,0.268,0,26,30451
2025-06-30,재구매 후보,Instagram,0,0,2,0.3473,0.2542,0,0,0
2025-06-30,VIP,Meta,2,2,3,0.5804,0.1873,0,4,7851
2025-06-30,VIP,Google,0,0,0,0.4858,0.1928,0,7,16097
2025-06-30,VIP,Naver,3,3,1,0.5631,0.1546,0,2,2458
2025-06-30,VIP,Instagram,0,0,1,0.5363,0.1856,0,0,0
2025-06-30,휴면 복귀,Meta,2,2,1,0.2663,0.3137,1,1,1084
2025-06-30,휴면 복귀,Google,0,0,0,0.2032,0.287,0,1,704
2025-06-30,휴면 복귀,Naver,0,0,0,0.2985,0.3309,0,3,2966
2025-06-30,휴면 복귀,Instagram,1,1,1,0.2066,0.2746,1,0,0
2025-07-01,신규 탐색,Meta,0,0,0,0.1232,0.2778,0,18,19699
2025-07-01,신규 탐색,Google,2,2,0,0.1547,0.2781,0,30,19227
2025-07-01,신규 탐색,Naver,1,1,1,0.1311,0.3064,0,33,27144
2025-07-01,신규 탐색,Instagram,0,0,0,0.141,0.322,0,6,5336
2025-07-01,가격 민감,Meta,0,0,0,0.1863,0.3842,0,20,17278
2025-07-01,가격 민감,Google,4,4,0,0.1418,0.3792,0,35,24991
2025-07-01,가격 민감,Naver,3,3,0,0.1859,0.3935,0,25,16820
2025-07-01,가격 민감,Instagram,2,2,0,0.1836,0.3948,1,0,0
2025-07-01,재구매 후보,Meta,1,1,0,0.3079,0.2409,0,16,27695
2025-07-01,재구매 후보,Google,2,2,1,0.3252,0.2787,0,18,16204
2025-07-01,재구매 후보,Naver,0,0,1,0.3994,0.2789,0,23,21086
2025-07-01,재구매 후보,Instagram,2,2,1,0.4051,0.1901,0,7,10935
2025-07-01,VIP,Meta,0,0,1,0.5102,0.1697,0,11,26375
2025-07-01,VIP,Google,0,0,0,0.5144,0.1794,0,20,33489
2025-07-01,VIP,Naver,0,0,0,0.4945,0.1351,0,3,6956
2025-07-01,VIP,Instagram,2,2,0,0.4804,0.1889,1,8,17570
2025-07-01,휴면 복귀,Meta,3,3,0,0.2827,0.3364,1,0,0
2025-07-01,휴면 복귀,Google,2,2,0,0.2071,0.3332,0,0,0
2025-07-01,휴면 복귀,Naver,2,2,0,0.2208,0.3349,0,1,1007
2025-07-01,휴면 복귀,Instagram,0,0,0,0.2506,0.3043,0,0,0
2025-07-02,신규 탐색,Meta,0,0,0,0.0994,0.3024,0,14,9554
2025-07-02,신규 탐색,Google,5,6,3,0.1582,0.291,0,16,13776
2025-07-02,신규 탐색,Naver,2,2,0,0.1396,0.3035,0,33,18470
2025-07-02,신규 탐색,Instagram,2,2,0,0.1458,0.297,1,12,13096
2025-07-02,가격 민감,Meta,0,0,0,0.1873,0.3894,0,18,11679
