week_start,product_id,product_name,category,rating,review_count,repeat_purchase_rate,returning_customer_orders,sales_quantity
2025-07-28,8,무선 미니 가습기,가전,4.17,10,0.2848,8,39
2025-07-28,9,탁상용 저소음 선풍기,가전,3.98,23,0.169,12,83
2025-07-28,10,프리미엄 호텔 침구 세트,침실,4.27,11,0.2925,11,45
2025-08-04,1,감성 무드등,조명,4.44,13,0.3311,12,49
2025-08-04,2,메모리폼 경추 베개,침실,4.57,4,0.3773,16,47
2025-08-04,3,원목 핸들 머그컵,주방,4.07,13,0.1927,9,56
2025-08-04,4,무광 세라믹 접시 세트,주방,3.62,13,0.1225,6,59
2025-08-04,5,북유럽 패브릭 포스터,인테리어,4.31,9,0.2198,6,40
2025-08-04,6,대용량 디퓨저,생활,4.58,18,0.345,15,57
2025-08-04,7,아로마 캔들 세트,생활,3.75,13,0.2307,9,54
2025-08-04,8,무선 미니 가습기,가전,4.3,11,0.2675,7,42
2025-08-04,9,탁상용 저소음 선풍기,가전,4.26,24,0.1695,12,85
2025-08-04,10,프리미엄 호텔 침구 세트,침실,4.32,9,0.3287,12,49
2025-08-11,1,감성 무드등,조명,4.39,11,0.3195,8,44
2025-08-11,2,메모리폼 경추 베개,침실,4.49,9,0.3875,14,43
2025-08-11,3,원목 핸들 머그컵,주방,4.01,15,0.1818,8,61
2025-08-11,4,무광 세라믹 접시 세트,주방,3.67,9,0.1737,8,58
2025-08-11,5,북유럽 패브릭 포스터,인테리어,4.4,13,0.2096,5,41
2025-08-11,6,대용량 디퓨저,생활,4.51,10,0.3598,15,55
2025-08-11,7,아로마 캔들 세트,생활,3.81,11,0.1784,7,55
2025-08-11,8,무선 미니 가습기,가전,4.33,11,0.2833,6,35
2025-08-11,9,탁상용 저소음 선풍기,가전,4.29,24,0.2303,18,89
2025-08-11,10,프리미엄 호텔 침구 세트,침실,4.32,12,0.2882,10,45
2025-08-18,1,감성 무드등,조명,4.46,9,0.3264,12,48
2025-08-18,2,메모리폼 경추 베개,침실,4.46,10,0.412,12,43
2025-08-18,3,원목 핸들 머그컵,주방,4.15,15,0.1828,9,62
2025-08-18,4,무광 세라믹 접시 세트,주방,3.7,18,0.1645,7,51
2025-08-18,5,북유럽 패브릭 포스터,인테리어,4.26,13,0.2383,7,41
2025-08-18,6,대용량 디퓨저,생활,4.56,6,0.3737,20,61
2025-08-18,7,아로마 캔들 세트,생활,3.94,13,0.1811,8,55
2025-08-18,8,무선 미니 가습기,가전,4.28,13,0.2648,6,34
2025-08-18,9,탁상용 저소음 선풍기,가전,4.1,24,0.1915,17,101
2025-08-18,10,프리미엄 호텔 침구 세트,침실,4.61,11,0.3108,9,43
2025-08-25,1,감성 무드등,조명,4.5,13,0.3426,13,46
2025-08-25,2,메모리폼 경추 베개,침실,4.47,10,0.3705,14,46
2025-08-25,3,원목 핸들 머그컵,주방,4.42,15,0.2093,8,54
2025-08-25,4,무광 세라믹 접시 세트,주방,3.71,20,0.1071,5,64
2025-08-25,5,북유럽 패브릭 포스터,인테리어,4.22,20,0.2258,5,43
2025-08-25,6,대용량 디퓨저,생활,4.52,9,0.3246,15,56
2025-08-25,7,아로마 캔들 세트,생활,3.88,11,0.2232,9,57
2025-08-25,8,무선 미니 가습기,가전,4.24,13,0.2566,8,44
2025-08-25,9,탁상용 저소음 선풍기,가전,3.97,20,0.184,13,80
2025-08-25,10,프리미엄 호텔 침구 세트,침실,4.69,15,0.3231,7,37
2025-09-01,1,감성 무드등,조명,4.41,21,0.2911,14,55
2025-09-01,2,메모리폼 경추 베개,침실,4.45,12,0.3616,10,43
2025-09-01,3,원목 핸들 머그컵,주방,4.43,15,0.205,9,57
2025-09-01,4,무광 세라믹 접시 세트,주방,3.8,15,0.1805,9,65
2025-09-01,5,북유럽 패브릭 포스터,인테리어,4.17,16,0.2667,11,52
2025-09-01,6,대용량 디퓨저,생활,4.3,10,0.3512,17,62
2025-09-01,7,아로마 캔들 세트,생활,3.69,10,0.2144,9,60
2025-09-01,8,무선 미니 가습기,가전,4.09,13,0.2725,11,50
2025-09-01,9,탁상용 저소음 선풍기,가전,3.79,14,0.148,4,48
2025-09-01,10,프리미엄 호텔 침구 세트,침실,4.51,15,0.339,11,40
2025-09-08,1,감성 무드등,조명,4.4,21,0.2878,14,58
2025-09-08,2,메모리폼 경추 베개,침실,4.52,12,0.4143,12,42
2025-09-08,3,원목 핸들 머그컵,주방,4.12,12,0.174,9,66
2025-09-08,4,무광 세라믹 접시 세트,주방,3.75,13,0.1436,6,62
2025-09-08,5,북유럽 패브릭 포스터,인테리어,4.14,6,0.2505,9,46
2025-09-08,6,대용량 디퓨저,생활,4.43,15,0.3587,21,72
2025-09-08,7,아로마 캔들 세트,생활,3.67,9,0.1379,6,52
2025-09-08,8,무선 미니 가습기,가전,4.03,13,0.2225,6,43
2025-09-08,9,탁상용 저소음 선풍기,가전,3.81,12,0.1711,6,48
2025-09-08,10,프리미엄 호텔 침구 세트,침실,4.43,11,0.3335,9,40
2025-09-15,1,감성 무드등,조명,4.59,11,0.3381,13,53
2025-09-15,2,메모리폼 경추 베개,침실,4.56,12,0.3771,10,41
2025-09-15,3,원목 핸들 머그컵,주방,3.9,13,0.2019,12,67
2025-09-15,4,무광 세라믹 접시 세트,주방,3.83,23,0.1678,7,55
2025-09-15,5,북유럽 패브릭 포스터,인테리어,4.25,13,0.2857,8,41
2025-09-15,6,대용량 디퓨저,생활,4.57,18,0.3718,19,67
2025-09-15,7,아로마 캔들 세트,생활,3.83,11,0.1954,10,61
2025-09-15,8,무선 미니 가습기,가전,4.08,14,0.2927,7,43
2025-09-15,9,탁상용 저소음 선풍기,가전,4.0,15,0.1778,5,41
2025-09-15,10,프리미엄 호텔 침구 세트,침실,4.28,12,0.2485,7,40
2025-09-22,1,감성 무드등,조명,4.55,14,0.271,10,51
2025-09-22,2,메모리폼 경추 베개,침실,4.55,11,0.3702,12,44
2025-09-22,3,원목 핸들 머그컵,주방,4.12,19,0.2006,9,57
2025-09-22,4,무광 세라믹 접시 세트,주방,3.95,26,0.141,5,52
2025-09-22,5,북유럽 패브릭 포스터,인테리어,4.13,12,0.2179,7,40
2025-09-22,6,대용량 디퓨저,생활,4.4,16,0.3347,24,86
2025-09-22,7,아로마 캔들 세트,생활,4.18,16,0.2727,13,57
2025-09-22,8,무선 미니 가습기,가전,4.38,16,0.2552,10,49
2025-09-22,9,탁상용 저소음 선풍기,가전,3.9,11,0.1791,6,53
2025-09-22,10,프리미엄 호텔 침구 세트,침실,4.36,8,0.3498,11,43
2025-09-29,1,감성 무드등,조명,4.42,19,0.328,18,61
2025-09-29,2,메모리폼 경추 베개,침실,4.57,12,0.3484,13,47
2025-09-29,3,원목 핸들 머그컵,주방,4.3,15,0.193,10,60
2025-09-29,4,무광 세라믹 접시 세트,주방,3.99,22,0.1322,5,52
2025-09-29,5,북유럽 패브릭 포스터,인테리어,4.17,4,0.2439,8,49
2025-09-29,6,대용량 디퓨저,생활,4.38,15,0.3168,18,72
2025-09-29,7,아로마 캔들 세트,생활,4.2,14,0.2073,10,62
2025-09-29,8,무선 미니 가습기,가전,4.32,13,0.2389,9,51
2025-09-29,9,탁상용 저소음 선풍기,가전,3.7,10,0.1753,6,51
2025-09-29,10,프리미엄 호텔 침구 세트,침실,4.32,7,0.3509,11,43
2025-10-06,1,감성 무드등,조명,4.45,18,0.2919,17,64
2025-10-06,2,메모리폼 경추 베개,침실,4.66,12,0.3902,12,42
2025-10-06,3,원목 핸들 머그컵,주방,4.17,10,0.1883,10,63
2025-10-06,4,무광 세라믹 접시 세트,주방,3.7,23,0.148,6,60
2025-10-06,5,북유럽 패브릭 포스터,인테리어,4.36,7,0.2289,8,45
2025-10-06,6,대용량 디퓨저,생활,4.5,20,0.3627,23,74
2025-10-06,7,아로마 캔들 세트,생활,3.69,11,0.1507,6,52
2025-10-06,8,무선 미니 가습기,가전,4.21,8,0.2733,12,54
2025-10-06,9,탁상용 저소음 선풍기,가전,3.85,12,0.1835,6,50
2025-10-06,10,프리미엄 호텔 침구 세트,침실,4.27,8,0.3362,11,46
2025-10-13,1,감성 무드등,조명,4.53,12,0.2892,13,60
2025-10-13,2,메모리폼 경추 베개,침실,4.66,12,0.3655,12,49
2025-10-13,3,원목 핸들 머그컵,주방,4.09,12,0.209,11,60
2025-10-13,4,무광 세라믹 접시 세트,주방,3.73,19,0.1449,6,53
2025-10-13,5,북유럽 패브릭 포스터,인테리어,4.36,12,0.2343,9,48
2025-10-13,6,대용량 디퓨저,생활,4.48,18,0.3869,23,71
2025-10-13,7,아로마 캔들 세트,생활,3.56,11,0.1628,7,56
2025-10-13,8,무선 미니 가습기,가전,4.22,11,0.2304,8,51
2025-10-13,9,탁상용 저소음 선풍기,가전,4.09,6,0.1901,6,44
2025-10-13,10,프리미엄 호텔 침구 세트,침실,4.39,7,0.3634,14,45
2025-10-20,1,감성 무드등,조명,4.31,19,0.3538,15,56
2025-10-20,2,메모리폼 경추 베개,침실,4.55,11,0.3895,14,42
2025-10-20,3,원목 핸들 머그컵,주방,4.0,12,0.1397,7,61
2025-10-20,4,무광 세라믹 접시 세트,주방,3.74,16,0.1654,7,55
2025-10-20,5,북유럽 패브릭 포스터,인테리어,4.29,15,0.2806,12,47
2025-10-20,6,대용량 디퓨저,생활,4.29,12,0.3422,22,75
2025-10-20,7,아로마 캔들 세트,생활,3.88,12,0.1913,7,50
2025-10-20,8,무선 미니 가습기,가전,4.05,17,0.2782,9,41
2025-10-20,9,탁상용 저소음 선풍기,가전,4.0,4,0.1415,3,42
2025-10-20,10,프리미엄 호텔 침구 세트,침실,4.45,7,0.3082,9,45
2025-10-27,1,감성 무드등,조명,4.16,22,0.2688,16,71
2025-10-27,2,메모리폼 경추 베개,침실,4.37,11,0.3478,15,55
2025-10-27,3,원목 핸들 머그컵,주방,3.96,13,0.1455,6,59
2025-10-27,4,무광 세라믹 접시 세트,주방,3.62,9,0.1116,5,61
2025-10-27,5,북유럽 패브릭 포스터,인테리어,4.44,13,0.3178,9,41
2025-10-27,6,대용량 디퓨저,생활,4.2,16,0.2825,18,74
2025-10-27,7,아로마 캔들 세트,생활,4.01,9,0.2228,9,53
2025-10-27,8,무선 미니 가습기,가전,4.12,13,0.2519,9,49
2025-10-27,9,탁상용 저소음 선풍기,가전,4.02,12,0.1854,6,41
2025-10-27,10,프리미엄 호텔 침구 세트,침실,4.2,10,0.2893,10,49
2025-11-03,1,감성 무드등,조명,4.25,12,0.3019,18,70
2025-11-03,2,메모리폼 경추 베개,침실,4.4,18,0.37,17,56
2025-11-03,3,원목 핸들 머그컵,주방,4.15,16,0.1759,9,68
2025-11-03,4,무광 세라믹 접시 세트,주방,3.95,9,0.1862,11,66
2025-11-03,5,북유럽 패브릭 포스터,인테리어,4.48,12,0.2853,11,55
2025-11-03,6,대용량 디퓨저,생활,4.25,17,0.3329,19,66
2025-11-03,7,아로마 캔들 세트,생활,4.08,3,0.1851,12,74
2025-11-03,8,무선 미니 가습기,가전,4.31,9,0.282,10,48
2025-11-03,9,탁상용 저소음 선풍기,가전,4.21,12,0.234,10,50
2025-11-03,10,프리미엄 호텔 침구 세트,침실,4.16,12,0.2569,11,59
2025-11-10,1,감성 무드등,조명,4.35,10,0.3626,19,65
2025-11-10,2,메모리폼 경추 베개,침실,4.62,18,0.3933,12,48
2025-11-10,3,원목 핸들 머그컵,주방,4.22,15,0.1865,11,69
2025-11-10,4,무광 세라믹 접시 세트,주방,3.81,14,0.1179,7,70
2025-11-10,5,북유럽 패브릭 포스터,인테리어,4.31,15,0.2611,8,40
2025-11-10,6,대용량 디퓨저,생활,4.2,16,0.3631,24,76
2025-11-10,7,아로마 캔들 세트,생활,4.02,7,0.1803,12,84
2025-11-10,8,무선 미니 가습기,가전,4.17,13,0.2671,11,48
2025-11-10,9,탁상용 저소음 선풍기,가전,4.02,10,0.2102,9,50
2025-11-10,10,프리미엄 호텔 침구 세트,침실,4.21,16,0.3132,15,57
2025-11-17,1,감성 무드등,조명,4.36,9,0.3214,19,67
2025-11-17,2,메모리폼 경추 베개,침실,4.5,10,0.3657,12,42
2025-11-17,3,원목 핸들 머그컵,주방,4.1,14,0.1737,9,69
2025-11-17,4,무광 세라믹 접시 세트,주방,3.55,18,0.1474,9,69
2025-11-17,5,북유럽 패브릭 포스터,인테리어,4.14,13,0.2166,8,45
2025-11-17,6,대용량 디퓨저,생활,4.14,17,0.3055,25,92
2025-11-17,7,아로마 캔들 세트,생활,3.76,11,0.197,16,99
2025-11-17,8,무선 미니 가습기,가전,4.08,13,0.235,9,52
2025-11-17,9,탁상용 저소음 선풍기,가전,3.85,10,0.2044,6,49
2025-11-17,10,프리미엄 호텔 침구 세트,침실,4.07,12,0.2763,14,59
2025-11-24,1,감성 무드등,조명,4.3,9,0.294,15,64
2025-11-24,2,메모리폼 경추 베개,침실,4.53,11,0.3902,16,57
2025-11-24,3,원목 핸들 머그컵,주방,4.25,17,0.2089,11,69
2025-11-24,4,무광 세라믹 접시 세트,주방,3.67,15,0.1717,9,67
2025-11-24,5,북유럽 패브릭 포스터,인테리어,4.2,14,0.2241,9,53
2025-11-24,6,대용량 디퓨저,생활,4.29,18,0.3031,26,97
2025-11-24,7,아로마 캔들 세트,생활,3.84,12,0.1564,15,109
2025-11-24,8,무선 미니 가습기,가전,4.27,9,0.2693,10,49
2025-11-24,9,탁상용 저소음 선풍기,가전,3.96,7,0.1824,6,44
2025-11-24,10,프리미엄 호텔 침구 세트,침실,4.24,8,0.3072,10,45
2025-12-01,1,감성 무드등,조명,4.41,11,0.3311,16,65
2025-12-01,2,메모리폼 경추 베개,침실,4.62,14,0.4027,15,51
2025-12-01,3,원목 핸들 머그컵,주방,4.33,18,0.2105,11,65
2025-12-01,4,무광 세라믹 접시 세트,주방,3.95,15,0.1628,8,63
2025-12-01,5,북유럽 패브릭 포스터,인테리어,4.37,16,0.2806,9,42
2025-12-01,6,대용량 디퓨저,생활,4.35,22,0.3313,24,82
2025-12-01,7,아로마 캔들 세트,생활,3.78,19,0.1705,11,77
2025-12-01,8,무선 미니 가습기,가전,3.92,11,0.2426,16,77
2025-12-01,9,탁상용 저소음 선풍기,가전,3.92,7,0.1693,2,27
2025-12-01,10,프리미엄 호텔 침구 세트,침실,4.22,11,0.3274,0,0
2025-12-08,1,감성 무드등,조명,4.33,19,0.2783,13,61
2025-12-08,2,메모리폼 경추 베개,침실,4.5,14,0.4297,20,57
2025-12-08,3,원목 핸들 머그컵,주방,3.99,17,0.1549,10,74
2025-12-08,4,무광 세라믹 접시 세트,주방,3.83,17,0.1356,7,67
2025-12-08,5,북유럽 패브릭 포스터,인테리어,4.41,14,0.2839,8,43
2025-12-08,6,대용량 디퓨저,생활,4.46,19,0.3305,20,70
2025-12-08,7,아로마 캔들 세트,생활,3.75,23,0.2141,15,86
2025-12-08,8,무선 미니 가습기,가전,3.79,16,0.254,12,60
2025-12-08,9,탁상용 저소음 선풍기,가전,4.03,13,0.2399,5,29
2025-12-08,10,프리미엄 호텔 침구 세트,침실,4.19,8,0.3283,10,45
2025-12-15,1,감성 무드등,조명,4.22,19,0.2403,14,69
2025-12-15,2,메모리폼 경추 베개,침실,4.53,14,0.3842,21,60
2025-12-15,3,원목 핸들 머그컵,주방,3.87,13,0.1847,8,58
2025-12-15,4,무광 세라믹 접시 세트,주방,3.62,13,0.1399,8,66
2025-12-15,5,북유럽 패브릭 포스터,인테리어,4.39,11,0.2799,6,40
2025-12-15,6,대용량 디퓨저,생활,4.51,13,0.3282,18,70
2025-12-15,7,아로마 캔들 세트,생활,3.91,16,0.2466,5,26
2025-12-15,8,무선 미니 가습기,가전,4.07,12,0.2757,14,66
2025-12-15,9,탁상용 저소음 선풍기,가전,3.98,16,0.176,2,24
2025-12-15,10,프리미엄 호텔 침구 세트,침실,4.23,10,0.253,9,45
2025-12-22,1,감성 무드등,조명,4.42,14,0.3049,16,58
2025-12-22,2,메모리폼 경추 베개,침실,4.7,12,0.3819,17,58
2025-12-22,3,원목 핸들 머그컵,주방,4.08,8,0.2011,12,65
2025-12-22,4,무광 세라믹 접시 세트,주방,3.73,11,0.1341,7,63
2025-12-22,5,북유럽 패브릭 포스터,인테리어,4.42,10,0.2183,5,33
2025-12-22,6,대용량 디퓨저,생활,4.37,15,0.3152,20,78
2025-12-22,7,아로마 캔들 세트,생활,3.88,6,0.2229,1,8
2025-12-22,8,무선 미니 가습기,가전,4.05,14,0.2588,14,60
2025-12-22,9,탁상용 저소음 선풍기,가전,3.73,13,0.1176,2,31
2025-12-22,10,프리미엄 호텔 침구 세트,침실,4.31,15,0.2753,10,45
2025-12-29,1,감성 무드등,조명,4.29,19,0.2773,13,57
2025-12-29,2,메모리폼 경추 베개,침실,4.58,13,0.4113,15,44
2025-12-29,3,원목 핸들 머그컵,주방,4.16,10,0.2191,14,74
2025-12-29,4,무광 세라믹 접시 세트,주방,3.6,8,0.1246,7,65
2025-12-29,5,북유럽 패브릭 포스터,인테리어,4.28,13,0.2209,5,35
2025-12-29,6,대용량 디퓨저,생활,4.38,21,0.2798,13,65
2025-12-29,7,아로마 캔들 세트,생활,3.75,2,0.2106,15,77
2025-12-29,8,무선 미니 가습기,가전,4.1,24,0.2333,16,82
2025-12-29,9,탁상용 저소음 선풍기,가전,3.79,15,0.1893,4,34
2025-12-29,10,프리미엄 호텔 침구 세트,침실,4.26,14,0.2893,14,62
2026-01-05,1,감성 무드등,조명,4.04,16,0.3093,10,49
2026-01-05,2,메모리폼 경추 베개,침실,4.62,11,0.3854,21,66
2026-01-05,3,원목 핸들 머그컵,주방,4.12,12,0.1769,9,69
2026-01-05,4,무광 세라믹 접시 세트,주방,3.67,14,0.1433,8,65
2026-01-05,5,북유럽 패브릭 포스터,인테리어,4.11,12,0.2525,7,38
2026-01-05,6,대용량 디퓨저,생활,4.43,20,0.3065,12,55
2026-01-05,7,아로마 캔들 세트,생활,3.85,7,0.1956,11,70
2026-01-05,8,무선 미니 가습기,가전,4.33,21,0.2307,26,128
2026-01-05,9,탁상용 저소음 선풍기,가전,4.01,10,0.2135,4,30
2026-01-05,10,프리미엄 호텔 침구 세트,침실,3.96,16,0.3092,12,54
2026-01-12,1,감성 무드등,조명,4.14,10,0.3076,14,59
2026-01-12,2,메모리폼 경추 베개,침실,4.71,10,0.3743,19,59
2026-01-12,3,원목 핸들 머그컵,주방,4.15,12,0.2156,13,74
2026-01-12,4,무광 세라믹 접시 세트,주방,3.9,17,0.1346,7,70
2026-01-12,5,북유럽 패브릭 포스터,인테리어,4.38,12,0.227,7,45
2026-01-12,6,대용량 디퓨저,생활,4.45,15,0.3495,18,64
2026-01-12,7,아로마 캔들 세트,생활,3.94,15,0.1558,11,84
2026-01-12,8,무선 미니 가습기,가전,4.45,19,0.2666,16,70
2026-01-12,9,탁상용 저소음 선풍기,가전,3.87,7,0.1957,3,31
2026-01-12,10,프리미엄 호텔 침구 세트,침실,4.1,18,0.3051,13,56
2026-01-19,1,감성 무드등,조명,4.33,10,0.3225,14,53
2026-01-19,2,메모리폼 경추 베개,침실,4.54,15,0.3812,15,52
2026-01-19,3,원목 핸들 머그컵,주방,4.16,15,0.2026,13,75
2026-01-19,4,무광 세라믹 접시 세트,주방,3.74,18,0.1609,8,60
2026-01-19,5,북유럽 패브릭 포스터,인테리어,4.27,14,0.2474,5,35
2026-01-19,6,대용량 디퓨저,생활,4.39,10,0.3374,16,58
2026-01-19,7,아로마 캔들 세트,생활,3.98,13,0.1921,12,78
2026-01-19,8,무선 미니 가습기,가전,4.28,18,0.2697,16,72
2026-01-19,9,탁상용 저소음 선풍기,가전,3.91,8,0.1036,1,28
2026-01-19,10,프리미엄 호텔 침구 세트,침실,4.4,12,0.3198,17,63
2026-01-26,1,감성 무드등,조명,4.27,8,0.3206,13,50
2026-01-26,2,메모리폼 경추 베개,침실,4.62,14,0.3923,16,53
2026-01-26,3,원목 핸들 머그컵,주방,4.04,15,0.1521,10,80
2026-01-26,4,무광 세라믹 접시 세트,주방,3.67,20,0.1468,8,65
2026-01-26,5,북유럽 패브릭 포스터,인테리어,4.19,13,0.2192,8,42
2026-01-26,6,대용량 디퓨저,생활,4.5,8,0.3374,16,65
2026-01-26,7,아로마 캔들 세트,생활,4.12,11,0.207,12,70
2026-01-26,8,무선 미니 가습기,가전,4.12,15,0.2467,16,75
2026-01-26,9,탁상용 저소음 선풍기,가전,4.14,10,0.2014,3,32
2026-01-26,10,프리미엄 호텔 침구 세트,침실,4.42,13,0.3527,15,57
2026-02-02,1,감성 무드등,조명,4.21,12,0.2904,12,54
2026-02-02,2,메모리폼 경추 베개,침실,4.5,10,0.3963,16,55
2026-02-02,3,원목 핸들 머그컵,주방,4.01,12,0.1571,7,62
2026-02-02,4,무광 세라믹 접시 세트,주방,3.81,14,0.169,9,61
2026-02-02,5,북유럽 패브릭 포스터,인테리어,4.32,17,0.2276,5,33
2026-02-02,6,대용량 디퓨저,생활,4.58,14,0.3889,17,57
2026-02-02,7,아로마 캔들 세트,생활,4.2,14,0.2147,11,59
2026-02-02,8,무선 미니 가습기,가전,4.04,14,0.2673,15,72
2026-02-02,9,탁상용 저소음 선풍기,가전,4.04,13,0.2064,4,30
2026-02-02,10,프리미엄 호텔 침구 세트,침실,4.51,16,0.3406,17,60
2026-02-09,1,감성 무드등,조명,4.28,11,0.2813,15,63
2026-02-09,2,메모리폼 경추 베개,침실,4.4,10,0.3723,15,48
2026-02-09,3,원목 핸들 머그컵,주방,4.22,11,0.2021,11,66
2026-02-09,4,무광 세라믹 접시 세트,주방,3.79,8,0.1373,5,55
2026-02-09,5,북유럽 패브릭 포스터,인테리어,4.21,15,0.228,7,39
2026-02-09,6,대용량 디퓨저,생활,4.55,15,0.3814,22,68
2026-02-09,7,아로마 캔들 세트,생활,4.02,11,0.2167,9,58
2026-02-09,8,무선 미니 가습기,가전,4.12,15,0.272,15,67
2026-02-09,9,탁상용 저소음 선풍기,가전,3.98,10,0.154,3,36
2026-02-09,10,프리미엄 호텔 침구 세트,침실,4.47,10,0.3233,17,60
2026-02-16,1,감성 무드등,조명,4.28,9,0.3402,16,53
2026-02-16,2,메모리폼 경추 베개,침실,4.53,7,0.4163,15,47
2026-02-16,3,원목 핸들 머그컵,주방,4.23,13,0.2216,11,65
2026-02-16,4,무광 세라믹 접시 세트,주방,3.58,9,0.0967,5,63
2026-02-16,5,북유럽 패브릭 포스터,인테리어,4.2,10,0.2316,9,46
